State,Division,Date,Value
Montana,Mountain,2020-12,580.0
Nevada,Mountain,2020-12,2141.0
New_Mexico,Mountain,2020-12,391.0
Utah,Mountain,2020-12,2561.0
Wyoming,Mountain,2020-12,214.0
Alaska,Pacific,2020-12,135.0
California,Pacific,2020-12,12584.0
Hawaii,Pacific,2020-12,383.0
Oregon,Pacific,2020-12,1564.0
Washington,Pacific,2020-12,4302.0
Connecticut,New_England,2020-11,446.0
Maine,New_England,2020-11,408.0
Massachusetts,New_England,2020-11,1677.0
New_Hampshire,New_England,2020-11,448.0
Rhode_Island,New_England,2020-11,117.0
Vermont,New_England,2020-11,166.0
New_Jersey,Middle_Atlantic,2020-11,3198.0
New_York,Middle_Atlantic,2020-11,3682.0
Pennsylvania,Middle_Atlantic,2020-11,2367.0
Illinois,East_North_Central,2020-11,1336.0
Indiana,East_North_Central,2020-11,1834.0
Michigan,East_North_Central,2020-11,2133.0
Ohio,East_North_Central,2020-11,2254.0
Wisconsin,East_North_Central,2020-11,1498.0
Iowa,West_North_Central,2020-11,1065.0
Kansas,West_North_Central,2020-11,532.0
Minnesota,West_North_Central,2020-11,2402.0
Missouri,West_North_Central,2020-11,1615.0
Nebraska,West_North_Central,2020-11,1020.0
North_Dakota,West_North_Central,2020-11,248.0
South_Dakota,West_North_Central,2020-11,854.0
Delaware,South_Atlantic,2020-11,561.0
District_of_Columbia,South_Atlantic,2020-11,626.0
Florida,South_Atlantic,2020-11,11634.0
Georgia,South_Atlantic,2020-11,4499.0
Maryland,South_Atlantic,2020-11,1403.0
North_Carolina,South_Atlantic,2020-11,7200.0
South_Carolina,South_Atlantic,2020-11,3805.0
Virginia,South_Atlantic,2020-11,2521.0
West_Virginia,South_Atlantic,2020-11,274.0
Alabama,East_South_Central,2020-11,1338.0
Kentucky,East_South_Central,2020-11,1113.0
Mississippi,East_South_Central,2020-11,653.0
Tennessee,East_South_Central,2020-11,4114.0
Arkansas,West_South_Central,2020-11,1307.0
Louisiana,West_South_Central,2020-11,1342.0
Oklahoma,West_South_Central,2020-11,1109.0
Texas,West_South_Central,2020-11,17953.0
Arizona,Mountain,2020-11,4580.0
Colorado,Mountain,2020-11,3690.0
Idaho,Mountain,2020-11,1490.0
Montana,Mountain,2020-11,274.0
Nevada,Mountain,2020-11,1943.0
New_Mexico,Mountain,2020-11,407.0
Utah,Mountain,2020-11,2783.0
Wyoming,Mountain,2020-11,144.0
Alaska,Pacific,2020-11,124.0
California,Pacific,2020-11,8367.0
Hawaii,Pacific,2020-11,385.0
Oregon,Pacific,2020-11,1377.0
Washington,Pacific,2020-11,3669.0
Connecticut,New_England,2020-10,500.0
Maine,New_England,2020-10,607.0
Massachusetts,New_England,2020-10,1135.0
New_Hampshire,New_England,2020-10,319.0
Rhode_Island,New_England,2020-10,115.0
Vermont,New_England,2020-10,128.0
New_Jersey,Middle_Atlantic,2020-10,3367.0
New_York,Middle_Atlantic,2020-10,3375.0
Pennsylvania,Middle_Atlantic,2020-10,1931.0
Illinois,East_North_Central,2020-10,1660.0
Indiana,East_North_Central,2020-10,2719.0
Michigan,East_North_Central,2020-10,2350.0
Ohio,East_North_Central,2020-10,3374.0
Wisconsin,East_North_Central,2020-10,2415.0
Iowa,West_North_Central,2020-10,1181.0
Kansas,West_North_Central,2020-10,691.0
Minnesota,West_North_Central,2020-10,2914.0
Missouri,West_North_Central,2020-10,1469.0
Nebraska,West_North_Central,2020-10,1079.0
North_Dakota,West_North_Central,2020-10,340.0
South_Dakota,West_North_Central,2020-10,872.0
Delaware,South_Atlantic,2020-10,969.0
District_of_Columbia,South_Atlantic,2020-10,1001.0
Florida,South_Atlantic,2020-10,15768.0
Georgia,South_Atlantic,2020-10,5132.0
Maryland,South_Atlantic,2020-10,1803.0
North_Carolina,South_Atlantic,2020-10,6359.0
South_Carolina,South_Atlantic,2020-10,4098.0
Virginia,South_Atlantic,2020-10,2288.0
West_Virginia,South_Atlantic,2020-10,337.0
Alabama,East_South_Central,2020-10,1627.0
Kentucky,East_South_Central,2020-10,934.0
Mississippi,East_South_Central,2020-10,698.0
Tennessee,East_South_Central,2020-10,4267.0
Arkansas,West_South_Central,2020-10,1252.0
Louisiana,West_South_Central,2020-10,1556.0
Oklahoma,West_South_Central,2020-10,1200.0
Texas,West_South_Central,2020-10,19374.0
Arizona,Mountain,2020-10,5352.0
Colorado,Mountain,2020-10,4982.0
Idaho,Mountain,2020-10,1502.0
Montana,Mountain,2020-10,353.0
Nevada,Mountain,2020-10,1483.0
New_Mexico,Mountain,2020-10,503.0
Utah,Mountain,2020-10,3005.0
Wyoming,Mountain,2020-10,132.0
Alaska,Pacific,2020-10,149.0
California,Pacific,2020-10,8670.0
Hawaii,Pacific,2020-10,373.0
Oregon,Pacific,2020-10,1681.0
Washington,Pacific,2020-10,3531.0
Connecticut,New_England,2020-09,820.0
Maine,New_England,2020-09,686.0
Massachusetts,New_England,2020-09,1404.0
New_Hampshire,New_England,2020-09,394.0
Rhode_Island,New_England,2020-09,136.0
Vermont,New_England,2020-09,172.0
New_Jersey,Middle_Atlantic,2020-09,3286.0
New_York,Middle_Atlantic,2020-09,3996.0
Pennsylvania,Middle_Atlantic,2020-09,2262.0
Illinois,East_North_Central,2020-09,1729.0
Indiana,East_North_Central,2020-09,2475.0
Michigan,East_North_Central,2020-09,2040.0
Ohio,East_North_Central,2020-09,2566.0
Wisconsin,East_North_Central,2020-09,2203.0
Iowa,West_North_Central,2020-09,1344.0
Kansas,West_North_Central,2020-09,947.0
Minnesota,West_North_Central,2020-09,2907.0
Missouri,West_North_Central,2020-09,1604.0
Nebraska,West_North_Central,2020-09,866.0
North_Dakota,West_North_Central,2020-09,469.0
South_Dakota,West_North_Central,2020-09,762.0
Delaware,South_Atlantic,2020-09,792.0
District_of_Columbia,South_Atlantic,2020-09,363.0
Florida,South_Atlantic,2020-09,14408.0
Georgia,South_Atlantic,2020-09,5459.0
Maryland,South_Atlantic,2020-09,1932.0
North_Carolina,South_Atlantic,2020-09,5905.0
South_Carolina,South_Atlantic,2020-09,3562.0
Virginia,South_Atlantic,2020-09,3028.0
West_Virginia,South_Atlantic,2020-09,324.0
Alabama,East_South_Central,2020-09,1683.0
Kentucky,East_South_Central,2020-09,1305.0
Mississippi,East_South_Central,2020-09,734.0
Tennessee,East_South_Central,2020-09,4018.0
Arkansas,West_South_Central,2020-09,1235.0
Louisiana,West_South_Central,2020-09,1547.0
Oklahoma,West_South_Central,2020-09,1431.0
Texas,West_South_Central,2020-09,21319.0
Arizona,Mountain,2020-09,4340.0
Colorado,Mountain,2020-09,4619.0
Idaho,Mountain,2020-09,1585.0
Montana,Mountain,2020-09,408.0
Nevada,Mountain,2020-09,2006.0
New_Mexico,Mountain,2020-09,445.0
Utah,Mountain,2020-09,2363.0
Wyoming,Mountain,2020-09,196.0
Alaska,Pacific,2020-09,142.0
California,Pacific,2020-09,9476.0
Hawaii,Pacific,2020-09,150.0
Oregon,Pacific,2020-09,1004.0
Washington,Pacific,2020-09,4466.0
Connecticut,New_England,2020-08,566.0
Maine,New_England,2020-08,515.0
Massachusetts,New_England,2020-08,979.0
New_Hampshire,New_England,2020-08,346.0
Rhode_Island,New_England,2020-08,122.0
Vermont,New_England,2020-08,128.0
New_Jersey,Middle_Atlantic,2020-08,2268.0
New_York,Middle_Atlantic,2020-08,3050.0
Pennsylvania,Middle_Atlantic,2020-08,1958.0
Illinois,East_North_Central,2020-08,1212.0
Indiana,East_North_Central,2020-08,1861.0
Michigan,East_North_Central,2020-08,1611.0
Ohio,East_North_Central,2020-08,2433.0
Wisconsin,East_North_Central,2020-08,2028.0
Iowa,West_North_Central,2020-08,1217.0
Kansas,West_North_Central,2020-08,573.0
Minnesota,West_North_Central,2020-08,3383.0
Missouri,West_North_Central,2020-08,1687.0
Nebraska,West_North_Central,2020-08,657.0
North_Dakota,West_North_Central,2020-08,330.0
South_Dakota,West_North_Central,2020-08,576.0
Delaware,South_Atlantic,2020-08,1111.0
District_of_Columbia,South_Atlantic,2020-08,363.0
Florida,South_Atlantic,2020-08,15378.0
Georgia,South_Atlantic,2020-08,4962.0
Maryland,South_Atlantic,2020-08,1676.0
North_Carolina,South_Atlantic,2020-08,6826.0
South_Carolina,South_Atlantic,2020-08,3555.0
Virginia,South_Atlantic,2020-08,2260.0
West_Virginia,South_Atlantic,2020-08,518.0
Alabama,East_South_Central,2020-08,1853.0
Kentucky,East_South_Central,2020-08,1427.0
Mississippi,East_South_Central,2020-08,723.0
Tennessee,East_South_Central,2020-08,5181.0
Arkansas,West_South_Central,2020-08,1208.0
Louisiana,West_South_Central,2020-08,1609.0
Oklahoma,West_South_Central,2020-08,1177.0
Texas,West_South_Central,2020-08,18613.0
Arizona,Mountain,2020-08,4669.0
Colorado,Mountain,2020-08,4673.0
Idaho,Mountain,2020-08,1424.0
Montana,Mountain,2020-08,527.0
Nevada,Mountain,2020-08,1514.0
New_Mexico,Mountain,2020-08,491.0
Utah,Mountain,2020-08,2930.0
Wyoming,Mountain,2020-08,163.0
Alaska,Pacific,2020-08,162.0
California,Pacific,2020-08,8190.0
Hawaii,Pacific,2020-08,286.0
Oregon,Pacific,2020-08,1697.0
Washington,Pacific,2020-08,3537.0
Connecticut,New_England,2020-07,501.0
Maine,New_England,2020-07,566.0
Massachusetts,New_England,2020-07,1515.0
New_Hampshire,New_England,2020-07,343.0
Rhode_Island,New_England,2020-07,89.0
Vermont,New_England,2020-07,220.0
New_Jersey,Middle_Atlantic,2020-07,2920.0
New_York,Middle_Atlantic,2020-07,3775.0
Pennsylvania,Middle_Atlantic,2020-07,2797.0
Illinois,East_North_Central,2020-07,1973.0
Indiana,East_North_Central,2020-07,2518.0
Michigan,East_North_Central,2020-07,2038.0
Ohio,East_North_Central,2020-07,2931.0
Wisconsin,East_North_Central,2020-07,2367.0
Iowa,West_North_Central,2020-07,1484.0
Kansas,West_North_Central,2020-07,1034.0
Minnesota,West_North_Central,2020-07,2969.0
Missouri,West_North_Central,2020-07,2243.0
Nebraska,West_North_Central,2020-07,699.0
North_Dakota,West_North_Central,2020-07,457.0
South_Dakota,West_North_Central,2020-07,602.0
Delaware,South_Atlantic,2020-07,823.0
District_of_Columbia,South_Atlantic,2020-07,414.0
Florida,South_Atlantic,2020-07,13053.0
Georgia,South_Atlantic,2020-07,4552.0
Maryland,South_Atlantic,2020-07,1294.0
North_Carolina,South_Atlantic,2020-07,6122.0
South_Carolina,South_Atlantic,2020-07,4137.0
Virginia,South_Atlantic,2020-07,4380.0
West_Virginia,South_Atlantic,2020-07,373.0
Alabama,East_South_Central,2020-07,2037.0
Kentucky,East_South_Central,2020-07,984.0
Mississippi,East_South_Central,2020-07,830.0
Tennessee,East_South_Central,2020-07,5636.0
Arkansas,West_South_Central,2020-07,1102.0
Louisiana,West_South_Central,2020-07,1554.0
Oklahoma,West_South_Central,2020-07,1254.0
Texas,West_South_Central,2020-07,20183.0
Arizona,Mountain,2020-07,5758.0
Colorado,Mountain,2020-07,4117.0
Idaho,Mountain,2020-07,1399.0
Montana,Mountain,2020-07,462.0
Nevada,Mountain,2020-07,1962.0
New_Mexico,Mountain,2020-07,455.0
Utah,Mountain,2020-07,2522.0
Wyoming,Mountain,2020-07,231.0
Alaska,Pacific,2020-07,135.0
California,Pacific,2020-07,10350.0
Hawaii,Pacific,2020-07,261.0
Oregon,Pacific,2020-07,1421.0
Washington,Pacific,2020-07,3574.0
Connecticut,New_England,2020-06,382.0
Maine,New_England,2020-06,607.0
Massachusetts,New_England,2020-06,1760.0
New_Hampshire,New_England,2020-06,391.0
Rhode_Island,New_England,2020-06,151.0
Vermont,New_England,2020-06,234.0
New_Jersey,Middle_Atlantic,2020-06,3329.0
New_York,Middle_Atlantic,2020-06,3832.0
Pennsylvania,Middle_Atlantic,2020-06,2200.0
Illinois,East_North_Central,2020-06,1480.0
Indiana,East_North_Central,2020-06,2286.0
Michigan,East_North_Central,2020-06,1807.0
Ohio,East_North_Central,2020-06,2486.0
Wisconsin,East_North_Central,2020-06,1697.0
Iowa,West_North_Central,2020-06,1417.0
Kansas,West_North_Central,2020-06,537.0
Minnesota,West_North_Central,2020-06,3016.0
Missouri,West_North_Central,2020-06,1522.0
Nebraska,West_North_Central,2020-06,822.0
North_Dakota,West_North_Central,2020-06,433.0
South_Dakota,West_North_Central,2020-06,741.0
Delaware,South_Atlantic,2020-06,624.0
District_of_Columbia,South_Atlantic,2020-06,1025.0
Florida,South_Atlantic,2020-06,12709.0
Georgia,South_Atlantic,2020-06,4278.0
Maryland,South_Atlantic,2020-06,1423.0
North_Carolina,South_Atlantic,2020-06,7052.0
South_Carolina,South_Atlantic,2020-06,3624.0
Virginia,South_Atlantic,2020-06,3034.0
West_Virginia,South_Atlantic,2020-06,362.0
Alabama,East_South_Central,2020-06,1684.0
Kentucky,East_South_Central,2020-06,1215.0
Mississippi,East_South_Central,2020-06,861.0
Tennessee,East_South_Central,2020-06,3994.0
Arkansas,West_South_Central,2020-06,967.0
Louisiana,West_South_Central,2020-06,1751.0
Oklahoma,West_South_Central,2020-06,1223.0
Texas,West_South_Central,2020-06,17601.0
Arizona,Mountain,2020-06,5394.0
Colorado,Mountain,2020-06,3644.0
Idaho,Mountain,2020-06,1441.0
Montana,Mountain,2020-06,305.0
Nevada,Mountain,2020-06,1437.0
New_Mexico,Mountain,2020-06,460.0
Utah,Mountain,2020-06,2305.0
Wyoming,Mountain,2020-06,190.0
Alaska,Pacific,2020-06,147.0
California,Pacific,2020-06,8844.0
Hawaii,Pacific,2020-06,366.0
Oregon,Pacific,2020-06,1511.0
Washington,Pacific,2020-06,3398.0
Connecticut,New_England,2020-05,661.0
Maine,New_England,2020-05,396.0
Massachusetts,New_England,2020-05,1347.0
New_Hampshire,New_England,2020-05,242.0
Rhode_Island,New_England,2020-05,98.0
Vermont,New_England,2020-05,138.0
New_Jersey,Middle_Atlantic,2020-05,1821.0
New_York,Middle_Atlantic,2020-05,2500.0
Pennsylvania,Middle_Atlantic,2020-05,1968.0
Illinois,East_North_Central,2020-05,1234.0
Indiana,East_North_Central,2020-05,2183.0
Michigan,East_North_Central,2020-05,1538.0
Ohio,East_North_Central,2020-05,2142.0
Wisconsin,East_North_Central,2020-05,1676.0
Iowa,West_North_Central,2020-05,951.0
Kansas,West_North_Central,2020-05,593.0
Minnesota,West_North_Central,2020-05,2451.0
Missouri,West_North_Central,2020-05,1403.0
Nebraska,West_North_Central,2020-05,565.0
North_Dakota,West_North_Central,2020-05,240.0
South_Dakota,West_North_Central,2020-05,514.0
Delaware,South_Atlantic,2020-05,441.0
District_of_Columbia,South_Atlantic,2020-05,393.0
Florida,South_Atlantic,2020-05,11776.0
Georgia,South_Atlantic,2020-05,3898.0
Maryland,South_Atlantic,2020-05,1550.0
North_Carolina,South_Atlantic,2020-05,5341.0
South_Carolina,South_Atlantic,2020-05,2731.0
Virginia,South_Atlantic,2020-05,3233.0
West_Virginia,South_Atlantic,2020-05,287.0
Alabama,East_South_Central,2020-05,1334.0
Kentucky,East_South_Central,2020-05,1090.0
Mississippi,East_South_Central,2020-05,860.0
Tennessee,East_South_Central,2020-05,3699.0
Arkansas,West_South_Central,2020-05,1069.0
Louisiana,West_South_Central,2020-05,1200.0
Oklahoma,West_South_Central,2020-05,755.0
Texas,West_South_Central,2020-05,15919.0
Arizona,Mountain,2020-05,3128.0
Colorado,Mountain,2020-05,2604.0
Idaho,Mountain,2020-05,1268.0
Montana,Mountain,2020-05,471.0
Nevada,Mountain,2020-05,1122.0
New_Mexico,Mountain,2020-05,310.0
Utah,Mountain,2020-05,2226.0
Wyoming,Mountain,2020-05,165.0
Alaska,Pacific,2020-05,113.0
California,Pacific,2020-05,6705.0
Hawaii,Pacific,2020-05,258.0
Oregon,Pacific,2020-05,1268.0
Washington,Pacific,2020-05,4557.0
Connecticut,New_England,2020-04,401.0
Maine,New_England,2020-04,481.0
Massachusetts,New_England,2020-04,548.0
New_Hampshire,New_England,2020-04,231.0
Rhode_Island,New_England,2020-04,74.0
Vermont,New_England,2020-04,119.0
New_Jersey,Middle_Atlantic,2020-04,1227.0
New_York,Middle_Atlantic,2020-04,1077.0
Pennsylvania,Middle_Atlantic,2020-04,710.0
Illinois,East_North_Central,2020-04,1382.0
Indiana,East_North_Central,2020-04,2064.0
Michigan,East_North_Central,2020-04,727.0
Ohio,East_North_Central,2020-04,1900.0
Wisconsin,East_North_Central,2020-04,1345.0
Iowa,West_North_Central,2020-04,858.0
Kansas,West_North_Central,2020-04,580.0
Minnesota,West_North_Central,2020-04,2107.0
Missouri,West_North_Central,2020-04,1226.0
Nebraska,West_North_Central,2020-04,829.0
North_Dakota,West_North_Central,2020-04,419.0
South_Dakota,West_North_Central,2020-04,405.0
Delaware,South_Atlantic,2020-04,536.0
District_of_Columbia,South_Atlantic,2020-04,256.0
Florida,South_Atlantic,2020-04,12223.0
Georgia,South_Atlantic,2020-04,3117.0
Maryland,South_Atlantic,2020-04,1131.0
North_Carolina,South_Atlantic,2020-04,4886.0
South_Carolina,South_Atlantic,2020-04,2717.0
Virginia,South_Atlantic,2020-04,2635.0
West_Virginia,South_Atlantic,2020-04,322.0
Alabama,East_South_Central,2020-04,1665.0
Kentucky,East_South_Central,2020-04,778.0
Mississippi,East_South_Central,2020-04,695.0
Tennessee,East_South_Central,2020-04,3743.0
Arkansas,West_South_Central,2020-04,1099.0
Louisiana,West_South_Central,2020-04,1208.0
Oklahoma,West_South_Central,2020-04,1059.0
Texas,West_South_Central,2020-04,16518.0
Arizona,Mountain,2020-04,3316.0
Colorado,Mountain,2020-04,3284.0
Idaho,Mountain,2020-04,1055.0
Montana,Mountain,2020-04,317.0
Nevada,Mountain,2020-04,1032.0
New_Mexico,Mountain,2020-04,361.0
Utah,Mountain,2020-04,2228.0
Wyoming,Mountain,2020-04,218.0
Alaska,Pacific,2020-04,98.0
California,Pacific,2020-04,5987.0
Hawaii,Pacific,2020-04,241.0
Oregon,Pacific,2020-04,1800.0
Washington,Pacific,2020-04,2716.0
Connecticut,New_England,2020-03,643.0
Maine,New_England,2020-03,378.0
Massachusetts,New_England,2020-03,1105.0
New_Hampshire,New_England,2020-03,290.0
Rhode_Island,New_England,2020-03,97.0
Vermont,New_England,2020-03,213.0
New_Jersey,Middle_Atlantic,2020-03,2762.0
New_York,Middle_Atlantic,2020-03,1949.0
Pennsylvania,Middle_Atlantic,2020-03,1751.0
Illinois,East_North_Central,2020-03,1850.0
Indiana,East_North_Central,2020-03,1664.0
Michigan,East_North_Central,2020-03,1134.0
Ohio,East_North_Central,2020-03,1449.0
Wisconsin,East_North_Central,2020-03,1445.0
Iowa,West_North_Central,2020-03,979.0
Kansas,West_North_Central,2020-03,427.0
Minnesota,West_North_Central,2020-03,2216.0
Missouri,West_North_Central,2020-03,1187.0
Nebraska,West_North_Central,2020-03,593.0
North_Dakota,West_North_Central,2020-03,261.0
South_Dakota,West_North_Central,2020-03,493.0
Delaware,South_Atlantic,2020-03,593.0
District_of_Columbia,South_Atlantic,2020-03,687.0
Florida,South_Atlantic,2020-03,13674.0
Georgia,South_Atlantic,2020-03,3814.0
Maryland,South_Atlantic,2020-03,1604.0
North_Carolina,South_Atlantic,2020-03,6699.0
South_Carolina,South_Atlantic,2020-03,3460.0
Virginia,South_Atlantic,2020-03,2632.0
West_Virginia,South_Atlantic,2020-03,293.0
Alabama,East_South_Central,2020-03,1573.0
Kentucky,East_South_Central,2020-03,895.0
Mississippi,East_South_Central,2020-03,723.0
Tennessee,East_South_Central,2020-03,3210.0
Arkansas,West_South_Central,2020-03,1143.0
Louisiana,West_South_Central,2020-03,1674.0
Oklahoma,West_South_Central,2020-03,1473.0
Texas,West_South_Central,2020-03,19293.0
Arizona,Mountain,2020-03,4463.0
Colorado,Mountain,2020-03,3748.0
Idaho,Mountain,2020-03,1373.0
Montana,Mountain,2020-03,323.0
Nevada,Mountain,2020-03,1712.0
New_Mexico,Mountain,2020-03,431.0
Utah,Mountain,2020-03,3056.0
Wyoming,Mountain,2020-03,123.0
Alaska,Pacific,2020-03,42.0
California,Pacific,2020-03,7949.0
Hawaii,Pacific,2020-03,343.0
Oregon,Pacific,2020-03,2143.0
Washington,Pacific,2020-03,3876.0
Connecticut,New_England,2020-02,442.0
Maine,New_England,2020-02,254.0
Massachusetts,New_England,2020-02,850.0
New_Hampshire,New_England,2020-02,277.0
Rhode_Island,New_England,2020-02,89.0
Vermont,New_England,2020-02,102.0
New_Jersey,Middle_Atlantic,2020-02,1757.0
New_York,Middle_Atlantic,2020-02,2180.0
Pennsylvania,Middle_Atlantic,2020-02,1955.0
Illinois,East_North_Central,2020-02,1247.0
Indiana,East_North_Central,2020-02,1187.0
Michigan,East_North_Central,2020-02,1155.0
Ohio,East_North_Central,2020-02,1698.0
Wisconsin,East_North_Central,2020-02,916.0
Iowa,West_North_Central,2020-02,438.0
Kansas,West_North_Central,2020-02,523.0
Minnesota,West_North_Central,2020-02,1015.0
Missouri,West_North_Central,2020-02,1339.0
Nebraska,West_North_Central,2020-02,568.0
North_Dakota,West_North_Central,2020-02,47.0
South_Dakota,West_North_Central,2020-02,207.0
Delaware,South_Atlantic,2020-02,578.0
District_of_Columbia,South_Atlantic,2020-02,336.0
Florida,South_Atlantic,2020-02,12111.0
Georgia,South_Atlantic,2020-02,4183.0
Maryland,South_Atlantic,2020-02,1246.0
North_Carolina,South_Atlantic,2020-02,5691.0
South_Carolina,South_Atlantic,2020-02,2824.0
Virginia,South_Atlantic,2020-02,2573.0
West_Virginia,South_Atlantic,2020-02,200.0
Alabama,East_South_Central,2020-02,1380.0
Kentucky,East_South_Central,2020-02,891.0
Mississippi,East_South_Central,2020-02,557.0
Tennessee,East_South_Central,2020-02,3399.0
Arkansas,West_South_Central,2020-02,688.0
Louisiana,West_South_Central,2020-02,1274.0
Oklahoma,West_South_Central,2020-02,909.0
Texas,West_South_Central,2020-02,16275.0
Arizona,Mountain,2020-02,4851.0
Colorado,Mountain,2020-02,3121.0
Idaho,Mountain,2020-02,1244.0
Montana,Mountain,2020-02,273.0
Nevada,Mountain,2020-02,1800.0
New_Mexico,Mountain,2020-02,374.0
Utah,Mountain,2020-02,1877.0
Wyoming,Mountain,2020-02,103.0
Alaska,Pacific,2020-02,114.0
California,Pacific,2020-02,8759.0
Hawaii,Pacific,2020-02,182.0
Oregon,Pacific,2020-02,888.0
Washington,Pacific,2020-02,3293.0
Connecticut,New_England,2020-01,278.0
Maine,New_England,2020-01,234.0
Massachusetts,New_England,2020-01,1806.0
New_Hampshire,New_England,2020-01,231.0
Rhode_Island,New_England,2020-01,91.0
Vermont,New_England,2020-01,83.0
New_Jersey,Middle_Atlantic,2020-01,2407.0
New_York,Middle_Atlantic,2020-01,4991.0
Pennsylvania,Middle_Atlantic,2020-01,2208.0
Illinois,East_North_Central,2020-01,1142.0
Indiana,East_North_Central,2020-01,1304.0
Michigan,East_North_Central,2020-01,1366.0
Ohio,East_North_Central,2020-01,2624.0
Wisconsin,East_North_Central,2020-01,902.0
Iowa,West_North_Central,2020-01,511.0
Kansas,West_North_Central,2020-01,512.0
Minnesota,West_North_Central,2020-01,1577.0
Missouri,West_North_Central,2020-01,1371.0
Nebraska,West_North_Central,2020-01,600.0
North_Dakota,West_North_Central,2020-01,36.0
South_Dakota,West_North_Central,2020-01,135.0
Delaware,South_Atlantic,2020-01,538.0
District_of_Columbia,South_Atlantic,2020-01,682.0
Florida,South_Atlantic,2020-01,14395.0
Georgia,South_Atlantic,2020-01,4431.0
Maryland,South_Atlantic,2020-01,1448.0
North_Carolina,South_Atlantic,2020-01,5553.0
South_Carolina,South_Atlantic,2020-01,2868.0
Virginia,South_Atlantic,2020-01,2671.0
West_Virginia,South_Atlantic,2020-01,269.0
Alabama,East_South_Central,2020-01,1548.0
Kentucky,East_South_Central,2020-01,1157.0
Mississippi,East_South_Central,2020-01,665.0
Tennessee,East_South_Central,2020-01,3560.0
Arkansas,West_South_Central,2020-01,842.0
Louisiana,West_South_Central,2020-01,1259.0
Oklahoma,West_South_Central,2020-01,846.0
Texas,West_South_Central,2020-01,17885.0
Arizona,Mountain,2020-01,5080.0
Colorado,Mountain,2020-01,3242.0
Idaho,Mountain,2020-01,1424.0
Montana,Mountain,2020-01,299.0
Nevada,Mountain,2020-01,1610.0
New_Mexico,Mountain,2020-01,371.0
Utah,Mountain,2020-01,2088.0
Wyoming,Mountain,2020-01,103.0
Alaska,Pacific,2020-01,109.0
California,Pacific,2020-01,8673.0
Hawaii,Pacific,2020-01,151.0
Oregon,Pacific,2020-01,1058.0
Washington,Pacific,2020-01,3615.0
Connecticut,New_England,2019-12,444.0
Maine,New_England,2019-12,189.0
Massachusetts,New_England,2019-12,1410.0
New_Hampshire,New_England,2019-12,202.0
Rhode_Island,New_England,2019-12,113.0
Vermont,New_England,2019-12,58.0
New_Jersey,Middle_Atlantic,2019-12,2690.0
New_York,Middle_Atlantic,2019-12,4560.0
Pennsylvania,Middle_Atlantic,2019-12,2214.0
Illinois,East_North_Central,2019-12,2025.0
Indiana,East_North_Central,2019-12,1475.0
Michigan,East_North_Central,2019-12,1105.0
Ohio,East_North_Central,2019-12,1384.0
Wisconsin,East_North_Central,2019-12,870.0
Iowa,West_North_Central,2019-12,506.0
Kansas,West_North_Central,2019-12,497.0
Minnesota,West_North_Central,2019-12,2979.0
Missouri,West_North_Central,2019-12,1311.0
Nebraska,West_North_Central,2019-12,410.0
North_Dakota,West_North_Central,2019-12,35.0
South_Dakota,West_North_Central,2019-12,304.0
Delaware,South_Atlantic,2019-12,453.0
District_of_Columbia,South_Atlantic,2019-12,57.0
Florida,South_Atlantic,2019-12,12079.0
Georgia,South_Atlantic,2019-12,3727.0
Maryland,South_Atlantic,2019-12,1557.0
North_Carolina,South_Atlantic,2019-12,5044.0
South_Carolina,South_Atlantic,2019-12,2509.0
Virginia,South_Atlantic,2019-12,2468.0
West_Virginia,South_Atlantic,2019-12,196.0
Alabama,East_South_Central,2019-12,1366.0
Kentucky,East_South_Central,2019-12,712.0
Mississippi,East_South_Central,2019-12,515.0
Tennessee,East_South_Central,2019-12,3190.0
Arkansas,West_South_Central,2019-12,1322.0
Louisiana,West_South_Central,2019-12,1099.0
Oklahoma,West_South_Central,2019-12,803.0
Texas,West_South_Central,2019-12,14714.0
Arizona,Mountain,2019-12,3779.0
Colorado,Mountain,2019-12,4037.0
Idaho,Mountain,2019-12,1248.0
Montana,Mountain,2019-12,189.0
Nevada,Mountain,2019-12,1276.0
New_Mexico,Mountain,2019-12,308.0
Utah,Mountain,2019-12,1559.0
Wyoming,Mountain,2019-12,68.0
Alaska,Pacific,2019-12,117.0
California,Pacific,2019-12,11523.0
Hawaii,Pacific,2019-12,342.0
Oregon,Pacific,2019-12,1821.0
Washington,Pacific,2019-12,4441.0
Connecticut,New_England,2019-11,561.0
Maine,New_England,2019-11,277.0
Massachusetts,New_England,2019-11,1415.0
New_Hampshire,New_England,2019-11,304.0
Rhode_Island,New_England,2019-11,91.0
Vermont,New_England,2019-11,73.0
New_Jersey,Middle_Atlantic,2019-11,3175.0
New_York,Middle_Atlantic,2019-11,5323.0
Pennsylvania,Middle_Atlantic,2019-11,1340.0
Illinois,East_North_Central,2019-11,1817.0
Indiana,East_North_Central,2019-11,1890.0
Michigan,East_North_Central,2019-11,1321.0
Ohio,East_North_Central,2019-11,2406.0
Wisconsin,East_North_Central,2019-11,1949.0
Iowa,West_North_Central,2019-11,674.0
Kansas,West_North_Central,2019-11,464.0
Minnesota,West_North_Central,2019-11,2651.0
Missouri,West_North_Central,2019-11,1115.0
Nebraska,West_North_Central,2019-11,665.0
North_Dakota,West_North_Central,2019-11,200.0
South_Dakota,West_North_Central,2019-11,314.0
Delaware,South_Atlantic,2019-11,482.0
