Location,Total
United_States,155786
Northeast,14414
New_England,4353
Connecticut,775
Maine,763
Massachusetts,1643
New_Hampshire,675
Rhode_Island,220
Vermont,277
Middle_Atlantic,10061
New_Jersey,2178
New_York,4103
Pennsylvania,3780
Midwest,33815
East_North_Central,23541
Illinois,5255
Indiana,4077
Michigan,5112
Ohio,5497
Wisconsin,3600
West_North_Central,10274
Iowa,1436
Kansas,1512
Minnesota,3503
Missouri,2293
Nebraska,821
North_Dakota,322
South_Dakota,387
South,69257
South_Atlantic,44091
Delaware,500
Dist._of_Columbia,3
Florida,16902
Georgia,8860
Maryland,2434
North_Carolina,7893
South_Carolina,2866
Virginia,4251
West_Virginia,382
East_South_Central,7328
Alabama,1608
Kentucky,1595
Mississippi,1001
Tennessee,3124
West_South_Central,17838
Arkansas,901
Louisiana,1735
Oklahoma,999
Texas,14203
West,38300
Mountain,18713
Arizona,5233
Colorado,5829
Idaho,1235
Montana,248
Nevada,2810
New_Mexico,1383
Utah,1689
Wyoming,286
Pacific,19587
Alaska,343
California,12953
Hawaii,552
Oregon,1881
Washington,3858
