Location,Total
United_States,134090
Northeast,31105
New_England,3346
Connecticut,571
Maine,492
Massachusetts,1650
New_Hampshire,341
Rhode_Island,110
Vermont,182
Middle_Atlantic,27759
New_Jersey,4792
New_York,20347
Pennsylvania,2620
Midwest,17827
East_North_Central,9806
Illinois,2344
Indiana,1743
Michigan,2571
Ohio,1515
Wisconsin,1633
West_North_Central,8021
Iowa,1134
Kansas,699
Minnesota,2343
Missouri,1870
Nebraska,775
North_Dakota,863
South_Dakota,337
South,55229
South_Atlantic,28860
Delaware,440
District_of_Columbia,789
Florida,9992
Georgia,4868
Maryland,1981
North_Carolina,4658
South_Carolina,2530
Virginia,3249
West_Virginia,353
East_South_Central,5698
Alabama,1280
Kentucky,1033
Mississippi,657
Tennessee,2728
West_South_Central,20671
Arkansas,851
Louisiana,1317
Oklahoma,923
Texas,17580
West,29929
Mountain,12373
Arizona,3115
Colorado,3251
Idaho,848
Montana,316
Nevada,1464
New_Mexico,445
Utah,2727
Wyoming,207
Pacific,17556
Alaska,160
California,11503
Hawaii,379
Oregon,1765
Washington,3749
