Location,Total
United_States,94859
Northeast,9702
New_England,2435
Connecticut,488
Maine,401
Massachusetts,996
New_Hampshire,281
Rhode_Island,79
Vermont,190
Middle_Atlantic,7267
New_Jersey,2724
New_York,2422
Pennsylvania,2121
Midwest,15438
East_North_Central,8484
Illinois,1618
Indiana,1806
Michigan,1603
Ohio,2161
Wisconsin,1296
West_North_Central,6954
Iowa,1111
Kansas,471
Minnesota,1719
Missouri,1166
Nebraska,768
North_Dakota,1314
South_Dakota,405
South,47448
South_Atlantic,26043
Delaware,429
District_of_Columbia,680
Florida,9533
Georgia,3739
Maryland,1421
North_Carolina,4726
South_Carolina,2342
Virginia,2917
West_Virginia,256
East_South_Central,5567
Alabama,1195
Kentucky,1406
Mississippi,480
Tennessee,2486
West_South_Central,15838
Arkansas,652
Louisiana,1260
Oklahoma,1201
Texas,12725
West,22271
Mountain,10078
Arizona,2721
Colorado,2609
Idaho,968
Montana,316
Nevada,1268
New_Mexico,384
Utah,1479
Wyoming,333
Pacific,12193
Alaska,129
California,7481
Hawaii,231
Oregon,1102
Washington,3250
