Location,Total
United_States,112344
Northeast,12120
New_England,3374
Connecticut,529
Maine,327
Massachusetts,1838
New_Hampshire,405
Rhode_Island,190
Vermont,85
Middle_Atlantic,8746
New_Jersey,1947
New_York,4133
Pennsylvania,2666
Midwest,14448
East_North_Central,10296
Illinois,4371
Indiana,1522
Michigan,1021
Ohio,2125
Wisconsin,1257
West_North_Central,4152
Iowa,482
Kansas,759
Minnesota,1002
Missouri,1249
Nebraska,325
North_Dakota,101
South_Dakota,234
South,58134
South_Atlantic,33491
Delaware,456
District_of_Columbia,402
Florida,10064
Georgia,6997
Maryland,1209
North_Carolina,7731
South_Carolina,3536
Virginia,2865
West_Virginia,231
East_South_Central,7835
Alabama,2200
Kentucky,1131
Mississippi,1185
Tennessee,3319
West_South_Central,16808
Arkansas,750
Louisiana,1848
Oklahoma,940
Texas,13270
West,27642
Mountain,10886
Arizona,3619
Colorado,2114
Idaho,971
Montana,260
Nevada,1538
New_Mexico,668
Utah,1546
Wyoming,170
Pacific,16756
Alaska,80
California,9621
Hawaii,862
Oregon,2017
Washington,4176
