Location,Total
United_States,131729
Northeast,12934
New_England,3269
Connecticut,1136
Maine,439
Massachusetts,1195
New_Hampshire,252
Rhode_Island,102
Vermont,145
Middle_Atlantic,9665
New_Jersey,3786
New_York,3976
Pennsylvania,1903
Midwest,19085
East_North_Central_D,9637
Illinois,1746
Indiana,1960
Michigan,2298
Ohio,1870
Wisconsin,1763
West_North_Central_D,9448
Iowa,1699
Kansas,893
Minnesota,3547
Missouri,1808
Nebraska,610
North_Dakota,203
South_Dakota,688
South,67102
South_Atlantic,35615
Delaware,519
District_of_Columbia,773
Florida,15381
Georgia,5876
Maryland,1522
North_Carolina,6325
South_Carolina,3044
Virginia,1933
West_Virginia,242
East_South_Central_D,8114
Alabama,1403
Kentucky,1265
Mississippi,668
Tennessee,4778
West_South_Central_D,23373
Arkansas,951
Louisiana,1489
Oklahoma,1072
Texas,19861
West,32608
Mountain,15457
Arizona,4032
Colorado,4219
Idaho,1610
Montana,268
Nevada,1699
New_Mexico,598
Utah,2869
Wyoming,162
Pacific,17151
Alaska,130
California,10176
Hawaii,672
Oregon,2405
Washington,3768
