Location,Total
United_States,144440
Northeast,14094
New_England,3944
Connecticut,808
Maine,618
Massachusetts,1697
New_Hampshire,477
Rhode_Island,153
Vermont,191
Middle_Atlantic,10150
New_Jersey,2083
New_York,4720
Pennsylvania,3347
Midwest,23829
East_North_Central,15380
Illinois,4416
Indiana,2651
Michigan,2247
Ohio,3529
Wisconsin,2537
West_North_Central,8449
Iowa,1170
Kansas,1143
Minnesota,2109
Missouri,1874
Nebraska,766
North_Dakota,516
South_Dakota,871
South,71897
South_Atlantic,40193
Delaware,591
District_of_Columbia,466
Florida,10857
Georgia,7932
Maryland,2879
North_Carolina,8111
South_Carolina,4835
Virginia,4119
West_Virginia,403
East_South_Central,8760
Alabama,2262
Kentucky,1224
Mississippi,1626
Tennessee,3648
West_South_Central,22944
Arkansas,926
Louisiana,2367
Oklahoma,1360
Texas,18291
West,34620
Mountain,15231
Arizona,4502
Colorado,2863
Idaho,1448
Montana,549
Nevada,2237
New_Mexico,1134
Utah,2175
Wyoming,323
Pacific,19389
Alaska,288
California,11123
Hawaii,622
Oregon,2349
Washington,5007
