Location,Total
United_States,136963
Northeast,12353
New_England,3820
Connecticut,1069
Maine,390
Massachusetts,1414
New_Hampshire,532
Rhode_Island,218
Vermont,197
Middle_Atlantic,8533
New_Jersey,2248
New_York,2652
Pennsylvania,3633
Midwest,31433
East_North_Central,21796
Illinois,4772
Indiana,3942
Michigan,5228
Ohio,4493
Wisconsin,3361
West_North_Central,9637
Iowa,1829
Kansas,1157
Minnesota,2660
Missouri,2706
Nebraska,787
North_Dakota,230
South_Dakota,268
South,61469
South_Atlantic,36326
Delaware,388
Dist._of_Columbia,0
Florida,11212
Georgia,8008
Maryland,2062
North_Carolina,7152
South_Carolina,2677
Virginia,4214
West_Virginia,613
East_South_Central,9033
Alabama,1942
Kentucky,2020
Mississippi,1173
Tennessee,3898
West_South_Central,16110
Arkansas,1074
Louisiana,2143
Oklahoma,1031
Texas,11862
West,31708
Mountain,15772
Arizona,4796
Colorado,3603
Idaho,949
Montana,301
Nevada,2989
New_Mexico,1068
Utah,1903
Wyoming,163
Pacific,15936
Alaska,271
California,9413
Hawaii,712
Oregon,2198
Washington,3342
