Location,Total
United_States,111010
Northeast,11770
New_England,2684
Connecticut,336
Maine,421
Massachusetts,1378
New_Hampshire,329
Rhode_Island,102
Vermont,118
Middle_Atlantic,9086
New_Jersey,2715
New_York,3684
Pennsylvania,2687
Midwest,15448
East_North_Central_D,8678
Illinois,1284
Indiana,2141
Michigan,1832
Ohio,1907
Wisconsin,1514
West_North_Central_D,6770
Iowa,1427
Kansas,611
Minnesota,2208
Missouri,1131
Nebraska,779
North_Dakota,219
South_Dakota,395
South,53812
South_Atlantic,29635
Delaware,636
District_of_Columbia,130
Florida,10983
Georgia,4056
Maryland,1741
North_Carolina,6114
South_Carolina,2774
Virginia,2918
West_Virginia,283
East_South_Central_D,5962
Alabama,1395
Kentucky,953
Mississippi,568
Tennessee,3046
West_South_Central_D,18215
Arkansas,923
Louisiana,1258
Oklahoma,858
Texas,15176
West,29980
Mountain,15559
Arizona,4359
Colorado,3902
Idaho,1222
Montana,364
Nevada,2230
New_Mexico,418
Utah,2883
Wyoming,181
Pacific,14421
Alaska,139
California,9014
Hawaii,338
Oregon,1283
Washington,3647
