Location,Total
United_States,84477
Northeast,7325
New_England,1695
Connecticut,421
Maine,192
Massachusetts,868
New_Hampshire,115
Rhode_Island,49
Vermont,50
Middle_Atlantic,5630
New_Jersey,2410
New_York,1690
Pennsylvania,1530
Midwest,9652
East_North_Central,5543
Illinois,1136
Indiana,1136
Michigan,1322
Ohio,1181
Wisconsin,768
West_North_Central,4109
Iowa,460
Kansas,556
Minnesota,1076
Missouri,873
Nebraska,483
North_Dakota,175
South_Dakota,486
South,45157
South_Atlantic,23455
Delaware,502
District_of_Columbia,30
Florida,9453
Georgia,4828
Maryland,1090
North_Carolina,3847
South_Carolina,2116
Virginia,1466
West_Virginia,123
East_South_Central,6060
Alabama,1031
Kentucky,773
Mississippi,579
Tennessee,3677
West_South_Central,15642
Arkansas,935
Louisiana,1089
Oklahoma,1027
Texas,12591
West,22343
Mountain,9650
Arizona,2387
Colorado,2349
Idaho,809
Montana,180
Nevada,2098
New_Mexico,379
Utah,1359
Wyoming,89
Pacific,12693
Alaska,107
California,8684
Hawaii,264
Oregon,1258
Washington,2380
