Location,Total
United_States,124159
Northeast,9438
New_England,2362
Connecticut,423
Maine,311
Massachusetts,1102
New_Hampshire,306
Rhode_Island,101
Vermont,119
Middle_Atlantic,7076
New_Jersey,1582
New_York,2732
Pennsylvania,2762
Midwest,17873
East_North_Central,12250
Illinois,3289
Indiana,1947
Michigan,2407
Ohio,2565
Wisconsin,2042
West_North_Central,5623
Iowa,817
Kansas,828
Minnesota,1757
Missouri,1504
Nebraska,546
North_Dakota,41
South_Dakota,130
South,59481
South_Atlantic,35626
Delaware,436
Dist._of_Columbia,25
Florida,15080
Georgia,6481
Maryland,1675
North_Carolina,4732
South_Carolina,2522
Virginia,4451
West_Virginia,224
East_South_Central,6273
Alabama,1934
Kentucky,1500
Mississippi,685
Tennessee,2154
West_South_Central,17582
Arkansas,808
Louisiana,1166
Oklahoma,1074
Texas,14534
West,37367
Mountain,16264
Arizona,4997
Colorado,3120
Idaho,1013
Montana,367
Nevada,3896
New_Mexico,881
Utah,1885
Wyoming,105
Pacific,21103
Alaska,234
California,15675
Hawaii,491
Oregon,1699
Washington,3004
