Location,Total
United_States,130569
Northeast,13066
New_England,3974
Connecticut,934
Maine,535
Massachusetts,1557
New_Hampshire,477
Rhode_Island,221
Vermont,250
Middle_Atlantic,9092
New_Jersey,1937
New_York,3456
Pennsylvania,3699
Midwest,28746
East_North_Central,20080
Illinois,4418
Indiana,3331
Michigan,5017
Ohio,4202
Wisconsin,3112
West_North_Central,8666
Iowa,973
Kansas,1285
Minnesota,2763
Missouri,2115
Nebraska,741
North_Dakota,309
South_Dakota,480
South,54961
South_Atlantic,33489
Delaware,437
Dist._of_Columbia,0
Florida,10603
Georgia,6273
Maryland,2351
North_Carolina,6007
South_Carolina,2457
Virginia,4974
West_Virginia,387
East_South_Central,8585
Alabama,1579
Kentucky,1710
Mississippi,1026
Tennessee,4270
West_South_Central,12887
Arkansas,948
Louisiana,1359
Oklahoma,713
Texas,9867
West,33796
Mountain,17994
Arizona,4528
Colorado,4538
Idaho,1090
Montana,273
Nevada,3756
New_Mexico,968
Utah,2545
Wyoming,296
Pacific,15802
Alaska,280
California,8528
Hawaii,310
Oregon,2756
Washington,3928
