Location,Total
United_States,81316
Northeast,5519
New_England,1569
Connecticut,296
Maine,153
Massachusetts,780
New_Hampshire,160
Rhode_Island,86
Vermont,94
Middle_Atlantic,3950
New_Jersey,1106
New_York,1052
Pennsylvania,1792
Midwest,13699
East_North_Central,9689
Illinois,2589
Indiana,1654
Michigan,1968
Ohio,1979
Wisconsin,1499
West_North_Central,4010
Iowa,547
Kansas,629
Minnesota,1036
Missouri,1336
Nebraska,334
North_Dakota,32
South_Dakota,96
South,39440
South_Atlantic,23021
Delaware,267
Dist._of_Columbia,4
Florida,8166
Georgia,4724
Maryland,1568
North_Carolina,3814
South_Carolina,1559
Virginia,2738
West_Virginia,181
East_South_Central,5388
Alabama,1153
Kentucky,998
Mississippi,495
Tennessee,2742
West_South_Central,11031
Arkansas,962
Louisiana,1007
Oklahoma,565
Texas,8497
West,22658
Mountain,11251
Arizona,3871
Colorado,2216
Idaho,624
Montana,122
Nevada,1961
New_Mexico,898
Utah,1482
Wyoming,77
Pacific,11407
Alaska,176
California,5847
Hawaii,1038
Oregon,1860
Washington,2486
