Location,Total
United_States,143526
Northeast,14611
New_England,3947
Connecticut,855
Maine,584
Massachusetts,1330
New_Hampshire,734
Rhode_Island,188
Vermont,256
Middle_Atlantic,10664
New_Jersey,2847
New_York,4299
Pennsylvania,3518
Midwest,30946
East_North_Central,20367
Illinois,5446
Indiana,3071
Michigan,4062
Ohio,4338
Wisconsin,3450
West_North_Central,10579
Iowa,1396
Kansas,805
Minnesota,3588
Missouri,3050
Nebraska,896
North_Dakota,409
South_Dakota,435
South,60421
South_Atlantic,36851
Delaware,396
Dist._of_Columbia,261
Florida,12896
Georgia,7189
Maryland,2548
North_Carolina,6173
South_Carolina,2491
Virginia,4555
West_Virginia,342
East_South_Central,7590
Alabama,1496
Kentucky,1788
Mississippi,787
Tennessee,3519
West_South_Central,15980
Arkansas,1662
Louisiana,1305
Oklahoma,1228
Texas,11785
West,37548
Mountain,17957
Arizona,5325
Colorado,5003
Idaho,1252
Montana,344
Nevada,3139
New_Mexico,1036
Utah,1613
Wyoming,245
Pacific,19591
Alaska,428
California,12950
Hawaii,576
Oregon,2149
Washington,3488
