Location,Total
United_States,56272
Northeast,7235
New_England,1777
Connecticut,228
Maine,233
Massachusetts,865
New_Hampshire,247
Rhode_Island,69
Vermont,135
Middle_Atlantic,5458
New_Jersey,1168
New_York,2576
Pennsylvania,1714
Midwest,9645
East_North_Central,5581
Illinois,1233
Indiana,1033
Michigan,775
Ohio,1245
Wisconsin,1295
West_North_Central,4064
Iowa,691
Kansas,416
Minnesota,703
Missouri,717
Nebraska,538
North_Dakota,616
South_Dakota,383
South,26618
South_Atlantic,13139
Delaware,299
District_of_Columbia,70
Florida,3334
Georgia,1791
Maryland,1281
North_Carolina,2955
South_Carolina,1316
Virginia,1951
West_Virginia,142
East_South_Central,2690
Alabama,751
Kentucky,489
Mississippi,401
Tennessee,1049
West_South_Central,10789
Arkansas,1010
Louisiana,1393
Oklahoma,972
Texas,7414
West,12774
Mountain,4622
Arizona,943
Colorado,1070
Idaho,400
Montana,162
Nevada,598
New_Mexico,382
Utah,917
Wyoming,150
Pacific,8152
Alaska,83
California,4732
Hawaii,196
Oregon,523
Washington,2618
