Location,Total
United_States,50328
Northeast,6287
New_England,1635
Connecticut,270
Maine,223
Massachusetts,830
New_Hampshire,151
Rhode_Island,92
Vermont,69
Middle_Atlantic,4652
New_Jersey,1293
New_York,1803
Pennsylvania,1556
Midwest,8315
East_North_Central,5065
Illinois,1294
Indiana,1038
Michigan,808
Ohio,1087
Wisconsin,838
West_North_Central,3250
Iowa,579
Kansas,270
Minnesota,747
Missouri,619
Nebraska,584
North_Dakota,345
South_Dakota,106
South,24386
South_Atlantic,12884
Delaware,269
District_of_Columbia,866
Florida,3844
Georgia,1499
Maryland,778
North_Carolina,3089
South_Carolina,1095
Virginia,1369
West_Virginia,75
East_South_Central,3247
Alabama,829
Kentucky,595
Mississippi,426
Tennessee,1397
West_South_Central,8255
Arkansas,571
Louisiana,834
Oklahoma,897
Texas,5953
West,11340
Mountain,4587
Arizona,1159
Colorado,933
Idaho,335
Montana,117
Nevada,360
New_Mexico,256
Utah,1071
Wyoming,356
Pacific,6753
Alaska,35
California,4251
Hawaii,384
Oregon,548
Washington,1535
