Location,Total
United_States,154493
Northeast,14848
New_England,4393
Connecticut,1111
Maine,632
Massachusetts,1413
New_Hampshire,716
Rhode_Island,205
Vermont,316
Middle_Atlantic,10455
New_Jersey,2445
New_York,4070
Pennsylvania,3940
Midwest,33770
East_North_Central,23564
Illinois,5813
Indiana,4024
Michigan,4745
Ohio,5106
Wisconsin,3876
West_North_Central,10206
Iowa,1478
Kansas,1001
Minnesota,3561
Missouri,2288
Nebraska,1021
North_Dakota,372
South_Dakota,485
South,68061
South_Atlantic,42295
Delaware,570
District_of_Columbia,27
Florida,13951
Georgia,9170
Maryland,2533
North_Carolina,7636
South_Carolina,3181
Virginia,4843
West_Virginia,384
East_South_Central,8010
Alabama,2092
Kentucky,1844
Mississippi,944
Tennessee,3130
West_South_Central,17756
Arkansas,1093
Louisiana,1425
Oklahoma,1185
Texas,14053
West,37814
Mountain,17558
Arizona,5852
Colorado,4839
Idaho,1181
Montana,330
Nevada,2598
New_Mexico,955
Utah,1575
Wyoming,228
Pacific,20256
Alaska,189
California,13485
Hawaii,509
Oregon,2251
Washington,3822
