Location,Total
United_States,73386
Northeast,6357
New_England,1173
Connecticut,260
Maine,167
Massachusetts,451
New_Hampshire,180
Rhode_Island,57
Vermont,58
Middle_Atlantic,5184
New_Jersey,1230
New_York,2259
Pennsylvania,1695
Midwest,7877
East_North_Central,5253
Illinois,1443
Indiana,1127
Michigan,649
Ohio,1146
Wisconsin,888
West_North_Central,2624
Iowa,277
Kansas,688
Minnesota,383
Missouri,836
Nebraska,240
North_Dakota,56
South_Dakota,144
South,40343
South_Atlantic,20842
Delaware,250
District_of_Columbia,60
Florida,5870
Georgia,3245
Maryland,1238
North_Carolina,5396
South_Carolina,2081
Virginia,2427
West_Virginia,275
East_South_Central,5081
Alabama,1515
Kentucky,768
Mississippi,1127
Tennessee,1671
West_South_Central,14420
Arkansas,1085
Louisiana,1311
Oklahoma,808
Texas,11216
West,18809
Mountain,8139
Arizona,2151
Colorado,1996
Idaho,484
Montana,231
Nevada,1750
New_Mexico,711
Utah,698
Wyoming,118
Pacific,10670
Alaska,62
California,6227
Hawaii,384
Oregon,1459
Washington,2538
