Location,Total
United_States,139592
Northeast,11518
New_England,3469
Connecticut,773
Maine,506
Massachusetts,1144
New_Hampshire,513
Rhode_Island,189
Vermont,344
Middle_Atlantic,8049
New_Jersey,1934
New_York,3088
Pennsylvania,3027
Midwest,26199
East_North_Central,18414
Illinois,4716
Indiana,3251
Michigan,3848
Ohio,4189
Wisconsin,2410
West_North_Central,7785
Iowa,1095
Kansas,999
Minnesota,2415
Missouri,2099
Nebraska,827
North_Dakota,112
South_Dakota,238
South,67661
South_Atlantic,42745
Delaware,567
Dist._of_Columbia,3
Florida,14756
Georgia,8764
Maryland,2649
North_Carolina,6487
South_Carolina,2889
Virginia,6298
West_Virginia,332
East_South_Central,7103
Alabama,2056
Kentucky,1565
Mississippi,812
Tennessee,2670
West_South_Central,17813
Arkansas,792
Louisiana,1687
Oklahoma,1174
Texas,14160
West,34214
Mountain,16193
Arizona,4908
Colorado,3861
Idaho,862
Montana,385
Nevada,2902
New_Mexico,1506
Utah,1618
Wyoming,151
Pacific,18021
Alaska,375
California,12347
Hawaii,279
Oregon,1758
Washington,3262
