Location,Total
United_States,62462
Northeast,7647
New_England,1918
Connecticut,249
Maine,250
Massachusetts,1026
New_Hampshire,203
Rhode_Island,61
Vermont,129
Middle_Atlantic,5729
New_Jersey,1544
New_York,2406
Pennsylvania,1779
Midwest,10592
East_North_Central,5821
Illinois,955
Indiana,1339
Michigan,996
Ohio,1451
Wisconsin,1080
West_North_Central,4771
Iowa,815
Kansas,651
Minnesota,1073
Missouri,727
Nebraska,446
North_Dakota,634
South_Dakota,425
South,30533
South_Atlantic,14834
Delaware,352
District_of_Columbia,35
Florida,4544
Georgia,2218
Maryland,925
North_Carolina,3085
South_Carolina,1449
Virginia,2018
West_Virginia,208
East_South_Central,3127
Alabama,776
Kentucky,518
Mississippi,455
Tennessee,1378
West_South_Central,12572
Arkansas,438
Louisiana,1084
Oklahoma,872
Texas,10178
West,13690
Mountain,6889
Arizona,1705
Colorado,1978
Idaho,654
Montana,323
Nevada,767
New_Mexico,353
Utah,953
Wyoming,156
Pacific,6801
Alaska,101
California,3314
Hawaii,390
Oregon,937
Washington,2059
