Location,Total
United_States,46278
Northeast,4755
New_England,933
Connecticut,154
Maine,141
Massachusetts,429
New_Hampshire,124
Rhode_Island,49
Vermont,36
Middle_Atlantic,3822
New_Jersey,950
New_York,1478
Pennsylvania,1394
Midwest,4956
East_North_Central,2851
Illinois,411
Indiana,551
Michigan,450
Ohio,1081
Wisconsin,358
West_North_Central,2105
Iowa,272
Kansas,209
Minnesota,586
Missouri,543
Nebraska,227
North_Dakota,128
South_Dakota,140
South,28387
South_Atlantic,14684
Delaware,320
District_of_Columbia,34
Florida,4676
Georgia,1676
Maryland,894
North_Carolina,3978
South_Carolina,1341
Virginia,1691
West_Virginia,74
East_South_Central,2930
Alabama,874
Kentucky,436
Mississippi,354
Tennessee,1266
West_South_Central,10773
Arkansas,362
Louisiana,889
Oklahoma,756
Texas,8766
West,8180
Mountain,4042
Arizona,1204
Colorado,989
Idaho,322
Montana,90
Nevada,428
New_Mexico,282
Utah,643
Wyoming,84
Pacific,4138
Alaska,34
California,2116
Hawaii,209
Oregon,641
Washington,1138
