Location,Total
United_States,151893
Northeast,15694
New_England,4304
Connecticut,868
Maine,697
Massachusetts,1600
New_Hampshire,605
Rhode_Island,236
Vermont,298
Middle_Atlantic,11390
New_Jersey,2671
New_York,4551
Pennsylvania,4168
Midwest,30203
East_North_Central,20720
Illinois,4588
Indiana,3511
Michigan,4928
Ohio,4414
Wisconsin,3279
West_North_Central,9483
Iowa,1577
Kansas,920
Minnesota,3069
Missouri,2080
Nebraska,1189
North_Dakota,196
South_Dakota,452
South,65128
South_Atlantic,42522
Delaware,545
Dist._of_Columbia,11
Florida,15448
Georgia,8032
Maryland,2558
North_Carolina,7906
South_Carolina,3131
Virginia,4534
West_Virginia,357
East_South_Central,6772
Alabama,1508
Kentucky,1643
Mississippi,928
Tennessee,2693
West_South_Central,15834
Arkansas,855
Louisiana,1143
Oklahoma,937
Texas,12899
West,40868
Mountain,16578
Arizona,5167
Colorado,3877
Idaho,1231
Montana,191
Nevada,3375
New_Mexico,903
Utah,1666
Wyoming,168
Pacific,24290
Alaska,230
California,17888
Hawaii,372
Oregon,1900
Washington,3900
