Location,Total
United_States,124513
Northeast,11977
New_England,3258
Connecticut,690
Maine,419
Massachusetts,1272
New_Hampshire,478
Rhode_Island,189
Vermont,210
Middle_Atlantic,8719
New_Jersey,2085
New_York,3630
Pennsylvania,3004
Midwest,24594
East_North_Central,16899
Illinois,4101
Indiana,3191
Michigan,3478
Ohio,3695
Wisconsin,2434
West_North_Central,7695
Iowa,1036
Kansas,986
Minnesota,2513
Missouri,1776
Nebraska,938
North_Dakota,153
South_Dakota,293
South,54577
South_Atlantic,33918
Delaware,496
Dist._of_Columbia,12
Florida,13028
Georgia,6276
Maryland,2105
North_Carolina,5759
South_Carolina,1954
Virginia,4010
West_Virginia,278
East_South_Central,6040
Alabama,1397
Kentucky,1326
Mississippi,970
Tennessee,2347
West_South_Central,14619
Arkansas,763
Louisiana,1147
Oklahoma,1219
Texas,11490
West,33365
Mountain,15393
Arizona,4569
Colorado,3654
Idaho,928
Montana,388
Nevada,3382
New_Mexico,1055
Utah,1286
Wyoming,131
Pacific,17972
Alaska,138
California,12539
Hawaii,388
Oregon,1489
Washington,3418
