Location,Total
United_States,83546
Northeast,9890
New_England,2181
Connecticut,445
Maine,344
Massachusetts,805
New_Hampshire,325
Rhode_Island,107
Vermont,155
Middle_Atlantic,7709
New_Jersey,1280
New_York,4389
Pennsylvania,2040
Midwest,14325
East_North_Central,8998
Illinois,2142
Indiana,1547
Michigan,1143
Ohio,2050
Wisconsin,2116
West_North_Central,5327
Iowa,629
Kansas,940
Minnesota,1186
Missouri,1081
Nebraska,648
North_Dakota,289
South_Dakota,554
South,42115
South_Atlantic,22071
Delaware,341
District_of_Columbia,140
Florida,4887
Georgia,2676
Maryland,1632
North_Carolina,6701
South_Carolina,2972
Virginia,2431
West_Virginia,291
East_South_Central,5535
Alabama,1179
Kentucky,1389
Mississippi,998
Tennessee,1969
West_South_Central,14509
Arkansas,789
Louisiana,1259
Oklahoma,766
Texas,11695
West,17216
Mountain,8010
Arizona,2350
Colorado,1630
Idaho,610
Montana,260
Nevada,1293
New_Mexico,460
Utah,1114
Wyoming,293
Pacific,9206
Alaska,96
California,4961
Hawaii,347
Oregon,1446
Washington,2356
