Location,Total
United_States,99758
Northeast,10530
New_England,3231
Connecticut,741
Maine,319
Massachusetts,1247
New_Hampshire,475
Rhode_Island,347
Vermont,102
Middle_Atlantic,7299
New_Jersey,1939
New_York,2649
Pennsylvania,2711
Midwest,21140
East_North_Central,14715
Illinois,3558
Indiana,2644
Michigan,3089
Ohio,3177
Wisconsin,2247
West_North_Central,6425
Iowa,765
Kansas,869
Minnesota,1792
Missouri,1808
Nebraska,519
North_Dakota,156
South_Dakota,516
South,43478
South_Atlantic,26810
Delaware,313
Dist._of_Columbia,5
Florida,8517
Georgia,4883
Maryland,2038
North_Carolina,5851
South_Carolina,1979
Virginia,3061
West_Virginia,163
East_South_Central,5987
Alabama,1552
Kentucky,1381
Mississippi,668
Tennessee,2386
West_South_Central,10681
Arkansas,617
Louisiana,1064
Oklahoma,618
Texas,8382
West,24610
Mountain,11968
Arizona,3860
Colorado,2317
Idaho,672
Montana,115
Nevada,2608
New_Mexico,563
Utah,1688
Wyoming,145
Pacific,12642
Alaska,130
California,7564
Hawaii,328
Oregon,1720
Washington,2900
