Location,Total
United_States,189883
Northeast,18292
New_England,5842
Connecticut,1107
Maine,939
Massachusetts,2260
New_Hampshire,882
Rhode_Island,207
Vermont,447
Middle_Atlantic,12450
New_Jersey,3030
New_York,5500
Pennsylvania,3920
Midwest,34915
East_North_Central,23693
Illinois,6286
Indiana,3652
Michigan,4867
Ohio,5134
Wisconsin,3754
West_North_Central,11222
Iowa,1521
Kansas,1164
Minnesota,3854
Missouri,2662
Nebraska,943
North_Dakota,539
South_Dakota,539
South,88191
South_Atlantic,55633
Delaware,726
District_of_Columbia,374
Florida,22529
Georgia,10537
Maryland,2901
North_Carolina,8469
South_Carolina,4351
Virginia,5261
West_Virginia,485
East_South_Central,10638
Alabama,3697
Kentucky,2060
Mississippi,1165
Tennessee,3716
West_South_Central,21920
Arkansas,1283
Louisiana,1905
Oklahoma,1407
Texas,17325
West,48485
Mountain,22365
Arizona,7576
Colorado,3789
Idaho,2036
Montana,560
Nevada,4172
New_Mexico,1359
Utah,2557
Wyoming,316
Pacific,26120
Alaska,302
California,17990
Hawaii,820
Oregon,2724
Washington,4284
