Location,Total
United_States,131759
Northeast,12598
New_England,3795
Connecticut,844
Maine,553
Massachusetts,1528
New_Hampshire,450
Rhode_Island,210
Vermont,210
Middle_Atlantic,8803
New_Jersey,2185
New_York,2812
Pennsylvania,3806
Midwest,29293
East_North_Central,20495
Illinois,4594
Indiana,3387
Michigan,4888
Ohio,4389
Wisconsin,3237
West_North_Central,8798
Iowa,1185
Kansas,1213
Minnesota,2257
Missouri,2364
Nebraska,1125
North_Dakota,324
South_Dakota,330
South,56620
South_Atlantic,35038
Delaware,476
Dist._of_Columbia,0
Florida,11185
Georgia,6961
Maryland,2522
North_Carolina,6737
South_Carolina,2625
Virginia,3972
West_Virginia,560
East_South_Central,7891
Alabama,1356
Kentucky,2021
Mississippi,1293
Tennessee,3221
West_South_Central,13691
Arkansas,1574
Louisiana,1263
Oklahoma,827
Texas,10027
West,33248
Mountain,17206
Arizona,4644
Colorado,4492
Idaho,891
Montana,294
Nevada,3640
New_Mexico,1276
Utah,1718
Wyoming,251
Pacific,16042
Alaska,340
California,9210
Hawaii,665
Oregon,2117
Washington,3710
