Location,Total
United_States,119860
Northeast,7838
New_England,1865
Connecticut,290
Maine,343
Massachusetts,813
New_Hampshire,226
Rhode_Island,93
Vermont,100
Middle_Atlantic,5973
New_Jersey,1611
New_York,2300
Pennsylvania,2062
Midwest,18194
East_North_Central_D,10563
Illinois,1985
Indiana,2345
Michigan,2129
Ohio,2089
Wisconsin,2015
West_North_Central_D,7631
Iowa,1294
Kansas,792
Minnesota,1860
Missouri,1487
Nebraska,1410
North_Dakota,321
South_Dakota,467
South,63965
South_Atlantic,33206
Delaware,532
District_of_Columbia,63
Florida,13793
Georgia,4471
Maryland,1555
North_Carolina,6368
South_Carolina,3219
Virginia,2909
West_Virginia,296
East_South_Central_D,7456
Alabama,1353
Kentucky,1769
Mississippi,676
Tennessee,3658
West_South_Central_D,23303
Arkansas,1088
Louisiana,1480
Oklahoma,940
Texas,19795
West,29863
Mountain,13588
Arizona,4261
Colorado,3672
Idaho,1117
Montana,422
Nevada,1510
New_Mexico,429
Utah,2028
Wyoming,149
Pacific,16275
Alaska,129
California,10136
Hawaii,265
Oregon,1595
Washington,4150
