Location,Total
United_States,147560
Northeast,14890
New_England,4971
Connecticut,1010
Maine,509
Massachusetts,2204
New_Hampshire,462
Rhode_Island,639
Vermont,147
Middle_Atlantic,9919
New_Jersey,2526
New_York,4649
Pennsylvania,2744
Midwest,21042
East_North_Central,14037
Illinois,5041
Indiana,2173
Michigan,2019
Ohio,2961
Wisconsin,1843
West_North_Central,7005
Iowa,608
Kansas,1059
Minnesota,1935
Missouri,2017
Nebraska,739
North_Dakota,293
South_Dakota,354
South,73912
South_Atlantic,46536
Delaware,578
District_of_Columbia,576
Florida,20176
Georgia,7344
Maryland,2167
North_Carolina,7191
South_Carolina,3929
Virginia,4243
West_Virginia,332
East_South_Central,7264
Alabama,2051
Kentucky,1010
Mississippi,930
Tennessee,3273
West_South_Central,20112
Arkansas,1736
Louisiana,1443
Oklahoma,1190
Texas,15743
West,37716
Mountain,18136
Arizona,6758
Colorado,3273
Idaho,1255
Montana,285
Nevada,3616
New_Mexico,990
Utah,1798
Wyoming,161
Pacific,19580
Alaska,282
California,12763
Hawaii,773
Oregon,2181
Washington,3581
