Location,Total
United_States,107224
Northeast,10246
New_England,3347
Connecticut,671
Maine,326
Massachusetts,1687
New_Hampshire,309
Rhode_Island,212
Vermont,142
Middle_Atlantic,6899
New_Jersey,1350
New_York,2737
Pennsylvania,2812
Midwest,24253
East_North_Central,16786
Illinois,4144
Indiana,3078
Michigan,3784
Ohio,3355
Wisconsin,2425
West_North_Central,7467
Iowa,914
Kansas,1095
Minnesota,2273
Missouri,1683
Nebraska,981
North_Dakota,154
South_Dakota,367
South,46447
South_Atlantic,29192
Delaware,432
Dist._of_Columbia,2
Florida,9891
Georgia,5429
Maryland,2197
North_Carolina,5935
South_Carolina,1816
Virginia,3251
West_Virginia,239
East_South_Central,6888
Alabama,1313
Kentucky,1712
Mississippi,1187
Tennessee,2676
West_South_Central,10367
Arkansas,786
Louisiana,953
Oklahoma,929
Texas,7699
West,26278
Mountain,14010
Arizona,4004
Colorado,3749
Idaho,775
Montana,183
Nevada,2277
New_Mexico,816
Utah,2092
Wyoming,114
Pacific,12268
Alaska,136
California,6992
Hawaii,327
Oregon,1740
Washington,3073
