Location,Total
United_States,165596
Northeast,18017
New_England,5143
Connecticut,1278
Maine,638
Massachusetts,1971
New_Hampshire,553
Rhode_Island,266
Vermont,437
Middle_Atlantic,12874
New_Jersey,3280
New_York,4420
Pennsylvania,5174
Midwest,33594
East_North_Central,23096
Illinois,5016
Indiana,4282
Michigan,5519
Ohio,5003
Wisconsin,3276
West_North_Central,10498
Iowa,1326
Kansas,1557
Minnesota,3672
Missouri,2443
Nebraska,825
North_Dakota,291
South_Dakota,384
South,70994
South_Atlantic,46148
Delaware,491
Dist._of_Columbia,51
Florida,14802
Georgia,9154
Maryland,2401
North_Carolina,10046
South_Carolina,3727
Virginia,5087
West_Virginia,389
East_South_Central,8792
Alabama,1762
Kentucky,2313
Mississippi,1022
Tennessee,3695
West_South_Central,16054
Arkansas,830
Louisiana,1799
Oklahoma,1254
Texas,12171
West,42991
Mountain,20329
Arizona,6981
Colorado,4701
Idaho,1263
Montana,225
Nevada,4078
New_Mexico,1218
Utah,1719
Wyoming,144
Pacific,22662
Alaska,397
California,14939
Hawaii,391
Oregon,2297
Washington,4638
