Location,Total
United_States,144713
Northeast,12885
New_England,4063
Connecticut,998
Maine,451
Massachusetts,1550
New_Hampshire,591
Rhode_Island,265
Vermont,208
Middle_Atlantic,8822
New_Jersey,2328
New_York,2542
Pennsylvania,3952
Midwest,30783
East_North_Central,21509
Illinois,4753
Indiana,3733
Michigan,5134
Ohio,4572
Wisconsin,3317
West_North_Central,9274
Iowa,1104
Kansas,1301
Minnesota,2829
Missouri,2283
Nebraska,1104
North_Dakota,332
South_Dakota,321
South,62367
South_Atlantic,36489
Delaware,507
Dist._of_Columbia,12
Florida,11447
Georgia,7752
Maryland,2124
North_Carolina,7161
South_Carolina,2633
Virginia,4448
West_Virginia,405
East_South_Central,8142
Alabama,1772
Kentucky,1908
Mississippi,1180
Tennessee,3282
West_South_Central,17736
Arkansas,1264
Louisiana,1786
Oklahoma,1444
Texas,13242
West,38678
Mountain,20078
Arizona,5919
Colorado,5010
Idaho,1008
Montana,332
Nevada,4719
New_Mexico,941
Utah,1946
Wyoming,203
Pacific,18600
Alaska,344
California,11045
Hawaii,230
Oregon,2441
Washington,4540
