Location,Total
United_States,36250
Northeast,3489
New_England,683
Connecticut,101
Maine,112
Massachusetts,321
New_Hampshire,73
Rhode_Island,33
Vermont,43
Middle_Atlantic,2806
New_Jersey,684
New_York,1173
Pennsylvania,949
Midwest,4330
East_North_Central,2423
Illinois,716
Indiana,399
Michigan,271
Ohio,773
Wisconsin,264
West_North_Central,1907
Iowa,138
Kansas,178
Minnesota,798
Missouri,389
Nebraska,199
North_Dakota,1
South_Dakota,204
South,20446
South_Atlantic,9693
Delaware,131
District_of_Columbia,8
Florida,2849
Georgia,1107
Maryland,787
North_Carolina,2522
South_Carolina,1190
Virginia,992
West_Virginia,107
East_South_Central,2680
Alabama,871
Kentucky,427
Mississippi,448
Tennessee,934
West_South_Central,8073
Arkansas,634
Louisiana,875
Oklahoma,443
Texas,6121
West,7985
Mountain,3391
Arizona,743
Colorado,489
Idaho,503
Montana,75
Nevada,256
New_Mexico,446
Utah,801
Wyoming,78
Pacific,4594
Alaska,15
California,2012
Hawaii,355
Oregon,994
Washington,1218
