Location,Total
United_States,47379
Northeast,6906
New_England,1678
Connecticut,269
Maine,190
Massachusetts,861
New_Hampshire,184
Rhode_Island,90
Vermont,84
Middle_Atlantic,5228
New_Jersey,1312
New_York,1533
Pennsylvania,2383
Midwest,7410
East_North_Central,3898
Illinois,707
Indiana,823
Michigan,462
Ohio,1109
Wisconsin,797
West_North_Central,3512
Iowa,467
Kansas,715
Minnesota,732
Missouri,965
Nebraska,316
North_Dakota,100
South_Dakota,217
South,23780
South_Atlantic,12447
Delaware,263
District_of_Columbia,24
Florida,3495
Georgia,1744
Maryland,1667
North_Carolina,2364
South_Carolina,1198
Virginia,1599
West_Virginia,93
East_South_Central,2972
Alabama,1031
Kentucky,456
Mississippi,338
Tennessee,1147
West_South_Central,8361
Arkansas,345
Louisiana,909
Oklahoma,913
Texas,6194
West,9283
Mountain,4155
Arizona,1427
Colorado,824
Idaho,294
Montana,67
Nevada,473
New_Mexico,321
Utah,661
Wyoming,88
Pacific,5128
Alaska,32
California,3098
Hawaii,118
Oregon,682
Washington,1198
