Location,Total
United_States,148486
Northeast,14845
New_England,4400
Connecticut,1103
Maine,614
Massachusetts,1628
New_Hampshire,614
Rhode_Island,218
Vermont,223
Middle_Atlantic,10445
New_Jersey,2516
New_York,4367
Pennsylvania,3562
Midwest,30190
East_North_Central,21048
Illinois,5350
Indiana,3361
Michigan,4459
Ohio,4586
Wisconsin,3292
West_North_Central,9142
Iowa,981
Kansas,1267
Minnesota,2910
Missouri,2390
Nebraska,882
North_Dakota,294
South_Dakota,418
South,64956
South_Atlantic,41544
Delaware,459
Dist._of_Columbia,1
Florida,16116
Georgia,8033
Maryland,2467
North_Carolina,6761
South_Carolina,3188
Virginia,4072
West_Virginia,447
East_South_Central,8518
Alabama,1943
Kentucky,1843
Mississippi,984
Tennessee,3748
West_South_Central,14894
Arkansas,1098
Louisiana,1383
Oklahoma,1195
Texas,11218
West,38495
Mountain,17990
Arizona,5156
Colorado,5203
Idaho,1042
Montana,213
Nevada,3684
New_Mexico,844
Utah,1708
Wyoming,140
Pacific,20505
Alaska,349
California,13592
Hawaii,448
Oregon,2120
Washington,3996
