Location,Total
United_States,109891
Northeast,8208
New_England,2094
Connecticut,372
Maine,284
Massachusetts,951
New_Hampshire,219
Rhode_Island,176
Vermont,92
Middle_Atlantic,6114
New_Jersey,1601
New_York,2741
Pennsylvania,1772
Midwest,12251
East_North_Central,8762
Illinois,3332
Indiana,1233
Michigan,950
Ohio,2178
Wisconsin,1069
West_North_Central,3489
Iowa,348
Kansas,534
Minnesota,712
Missouri,1289
Nebraska,347
North_Dakota,82
South_Dakota,177
South,59093
South_Atlantic,32878
Delaware,418
District_of_Columbia,365
Florida,10271
Georgia,6468
Maryland,1881
North_Carolina,6864
South_Carolina,3242
Virginia,3071
West_Virginia,298
East_South_Central,7501
Alabama,2076
Kentucky,1375
Mississippi,1182
Tennessee,2868
West_South_Central,18714
Arkansas,988
Louisiana,1246
Oklahoma,1369
Texas,15111
West,30339
Mountain,14322
Arizona,6158
Colorado,2357
Idaho,855
Montana,325
Nevada,1888
New_Mexico,744
Utah,1829
Wyoming,166
Pacific,16017
Alaska,168
California,8631
Hawaii,690
Oregon,2384
Washington,4144
