Location,Total
United_States,116382
Northeast,10474
New_England,3290
Connecticut,689
Maine,414
Massachusetts,1456
New_Hampshire,377
Rhode_Island,183
Vermont,171
Middle_Atlantic,7184
New_Jersey,1688
New_York,2270
Pennsylvania,3226
Midwest,26959
East_North_Central,19248
Illinois,4158
Indiana,3639
Michigan,4274
Ohio,3856
Wisconsin,3321
West_North_Central,7711
Iowa,1093
Kansas,1020
Minnesota,2525
Missouri,1885
Nebraska,579
North_Dakota,298
South_Dakota,311
South,49191
South_Atlantic,30466
Delaware,383
Dist._of_Columbia,0
Florida,10101
Georgia,6937
Maryland,2126
North_Carolina,4760
South_Carolina,2472
Virginia,3324
West_Virginia,363
East_South_Central,7454
Alabama,2033
Kentucky,1380
Mississippi,789
Tennessee,3252
West_South_Central,11271
Arkansas,782
Louisiana,1065
Oklahoma,672
Texas,8752
West,29758
Mountain,15432
Arizona,4290
Colorado,3969
Idaho,884
Montana,265
Nevada,2909
New_Mexico,1003
Utah,1978
Wyoming,134
Pacific,14326
Alaska,221
California,7403
Hawaii,817
Oregon,2467
Washington,3418
