Location,Total
United_States,121094
Northeast,11696
New_England,3425
Connecticut,772
Maine,423
Massachusetts,1397
New_Hampshire,374
Rhode_Island,199
Vermont,260
Middle_Atlantic,8271
New_Jersey,1957
New_York,2927
Pennsylvania,3387
Midwest,30606
East_North_Central,20748
Illinois,4677
Indiana,3294
Michigan,4716
Ohio,4418
Wisconsin,3643
West_North_Central,9858
Iowa,1489
Kansas,1541
Minnesota,2912
Missouri,2325
Nebraska,759
North_Dakota,482
South_Dakota,350
South,51660
South_Atlantic,30381
Delaware,439
Dist._of_Columbia,18
Florida,9266
Georgia,5946
Maryland,2495
North_Carolina,5185
South_Carolina,2439
Virginia,4284
West_Virginia,309
East_South_Central,8612
Alabama,1923
Kentucky,1897
Mississippi,1104
Tennessee,3688
West_South_Central,12667
Arkansas,1113
Louisiana,1496
Oklahoma,840
Texas,9218
West,27132
Mountain,13907
Arizona,3920
Colorado,3331
Idaho,824
Montana,347
Nevada,2628
New_Mexico,893
Utah,1830
Wyoming,134
Pacific,13225
Alaska,229
California,7010
Hawaii,342
Oregon,2388
Washington,3256
