Location,Total
United_States,40242
Northeast,4918
New_England,1439
Connecticut,578
Maine,213
Massachusetts,429
New_Hampshire,123
Rhode_Island,58
Vermont,38
Middle_Atlantic,3479
New_Jersey,826
New_York,1493
Pennsylvania,1160
Midwest,7158
East_North_Central,4343
Illinois,906
Indiana,907
Michigan,532
Ohio,1204
Wisconsin,794
West_North_Central,2815
Iowa,538
Kansas,482
Minnesota,443
Missouri,718
Nebraska,268
North_Dakota,150
South_Dakota,216
South,18512
South_Atlantic,8915
Delaware,143
District_of_Columbia,1
Florida,3052
Georgia,864
Maryland,506
North_Carolina,2247
South_Carolina,959
Virginia,1014
West_Virginia,129
East_South_Central,2904
Alabama,989
Kentucky,530
Mississippi,563
Tennessee,822
West_South_Central,6693
Arkansas,268
Louisiana,578
Oklahoma,445
Texas,5402
West,9654
Mountain,3540
Arizona,999
Colorado,751
Idaho,257
Montana,99
Nevada,346
New_Mexico,236
Utah,745
Wyoming,107
Pacific,6114
Alaska,40
California,4054
Hawaii,419
Oregon,515
Washington,1086
