Location,Total
United_States,179449
Northeast,17881
New_England,5455
Connecticut,1473
Maine,675
Massachusetts,1776
New_Hampshire,841
Rhode_Island,406
Vermont,284
Middle_Atlantic,12426
New_Jersey,3404
New_York,4660
Pennsylvania,4362
Midwest,37500
East_North_Central,25658
Illinois,7024
Indiana,3718
Michigan,5849
Ohio,5231
Wisconsin,3836
West_North_Central,11842
Iowa,1389
Kansas,1874
Minnesota,4252
Missouri,2610
Nebraska,943
North_Dakota,354
South_Dakota,420
South,77159
South_Atlantic,47936
Delaware,719
District_of_Columbia,61
Florida,19682
Georgia,8582
Maryland,2413
North_Carolina,7522
South_Carolina,3226
Virginia,5294
West_Virginia,437
East_South_Central,9668
Alabama,2203
Kentucky,2211
Mississippi,1155
Tennessee,4099
West_South_Central,19555
Arkansas,1139
Louisiana,2007
Oklahoma,1325
Texas,15084
West,46909
Mountain,20406
Arizona,6912
Colorado,4395
Idaho,1564
Montana,466
Nevada,3581
New_Mexico,1140
Utah,2145
Wyoming,203
Pacific,26503
Alaska,329
California,19786
Hawaii,468
Oregon,2400
Washington,3520
