Location,Total
United_States,119964
Northeast,12513
New_England,3480
Connecticut,717
Maine,378
Massachusetts,1512
New_Hampshire,533
Rhode_Island,203
Vermont,137
Middle_Atlantic,9033
New_Jersey,2414
New_York,4061
Pennsylvania,2558
Midwest,25375
East_North_Central,17060
Illinois,4471
Indiana,2730
Michigan,3215
Ohio,3889
Wisconsin,2755
West_North_Central,8315
Iowa,1053
Kansas,877
Minnesota,3499
Missouri,1869
Nebraska,581
North_Dakota,143
South_Dakota,293
South,55815
South_Atlantic,35949
Delaware,459
Dist._of_Columbia,7
Florida,13383
Georgia,6242
Maryland,2233
North_Carolina,6640
South_Carolina,2579
Virginia,4147
West_Virginia,259
East_South_Central,5467
Alabama,1489
Kentucky,1272
Mississippi,702
Tennessee,2004
West_South_Central,14399
Arkansas,805
Louisiana,1030
Oklahoma,1163
Texas,11401
West,26261
Mountain,11710
Arizona,3260
Colorado,3129
Idaho,637
Montana,208
Nevada,2480
New_Mexico,629
Utah,1269
Wyoming,98
Pacific,14551
Alaska,194
California,10039
Hawaii,319
Oregon,1436
Washington,2563
