Location,Total
United_States,92305
Northeast,10924
New_England,3650
Connecticut,1317
Maine,384
Massachusetts,1291
New_Hampshire,411
Rhode_Island,89
Vermont,158
Middle_Atlantic,7274
New_Jersey,2263
New_York,2780
Pennsylvania,2231
Midwest,17638
East_North_Central,9310
Illinois,2177
Indiana,2089
Michigan,1666
Ohio,1873
Wisconsin,1505
West_North_Central,8328
Iowa,1084
Kansas,613
Minnesota,1908
Missouri,1767
Nebraska,713
North_Dakota,1824
South_Dakota,419
South,42536
South_Atlantic,21837
Delaware,389
District_of_Columbia,55
Florida,7673
Georgia,3145
Maryland,1429
North_Carolina,3763
South_Carolina,2129
Virginia,3078
West_Virginia,176
East_South_Central,4652
Alabama,1288
Kentucky,892
Mississippi,422
Tennessee,2050
West_South_Central,16047
Arkansas,543
Louisiana,1214
Oklahoma,1342
Texas,12948
West,21207
Mountain,9215
Arizona,2484
Colorado,2574
Idaho,830
Montana,320
Nevada,1076
New_Mexico,350
Utah,1392
Wyoming,189
Pacific,11992
Alaska,111
California,7308
Hawaii,317
Oregon,1273
Washington,2983
