Location,Total
United_States,129120
Northeast,13605
New_England,3610
Connecticut,741
Maine,453
Massachusetts,1403
New_Hampshire,636
Rhode_Island,196
Vermont,181
Middle_Atlantic,9995
New_Jersey,2409
New_York,4275
Pennsylvania,3311
Midwest,27281
East_North_Central,19563
Illinois,4274
Indiana,3569
Michigan,4428
Ohio,4357
Wisconsin,2935
West_North_Central,7718
Iowa,884
Kansas,836
Minnesota,3168
Missouri,1471
Nebraska,582
North_Dakota,260
South_Dakota,517
South,56282
South_Atlantic,34616
Delaware,357
Dist._of_Columbia,6
Florida,12421
Georgia,7261
Maryland,2118
North_Carolina,5561
South_Carolina,2920
Virginia,3721
West_Virginia,251
East_South_Central,6928
Alabama,1386
Kentucky,1548
Mississippi,1286
Tennessee,2708
West_South_Central,14738
Arkansas,717
Louisiana,1226
Oklahoma,904
Texas,11891
West,31952
Mountain,15252
Arizona,5374
Colorado,4293
Idaho,961
Montana,185
Nevada,2237
New_Mexico,818
Utah,1244
Wyoming,140
Pacific,16700
Alaska,220
California,10815
Hawaii,298
Oregon,1766
Washington,3601
