Location,Total
United_States,77385
Northeast,8351
New_England,2212
Connecticut,467
Maine,297
Massachusetts,987
New_Hampshire,225
Rhode_Island,98
Vermont,138
Middle_Atlantic,6139
New_Jersey,2002
New_York,2038
Pennsylvania,2099
Midwest,9858
East_North_Central,6043
Illinois,1662
Indiana,1229
Michigan,613
Ohio,1525
Wisconsin,1014
West_North_Central,3815
Iowa,630
Kansas,592
Minnesota,772
Missouri,941
Nebraska,385
North_Dakota,220
South_Dakota,275
South,43230
South_Atlantic,21084
Delaware,434
District_of_Columbia,27
Florida,5328
Georgia,3018
Maryland,1311
North_Carolina,5348
South_Carolina,2487
Virginia,2900
West_Virginia,231
East_South_Central,5894
Alabama,1452
Kentucky,807
Mississippi,1196
Tennessee,2439
West_South_Central,16252
Arkansas,540
Louisiana,1494
Oklahoma,1177
Texas,13041
West,15946
Mountain,7261
Arizona,2417
Colorado,1537
Idaho,708
Montana,224
Nevada,699
New_Mexico,552
Utah,931
Wyoming,193
Pacific,8685
Alaska,75
California,4656
Hawaii,305
Oregon,1170
Washington,2479
