Location,Total
United_States,46701
Northeast,8671
New_England,1573
Connecticut,215
Maine,207
Massachusetts,737
New_Hampshire,208
Rhode_Island,108
Vermont,98
Middle_Atlantic,7098
New_Jersey,1349
New_York,2805
Pennsylvania,2944
Midwest,5983
East_North_Central,3355
Illinois,946
Indiana,640
Michigan,554
Ohio,648
Wisconsin,567
West_North_Central,2628
Iowa,508
Kansas,312
Minnesota,596
Missouri,547
Nebraska,311
North_Dakota,275
South_Dakota,79
South,19536
South_Atlantic,9038
Delaware,180
District_of_Columbia,83
Florida,3038
Georgia,1240
Maryland,599
North_Carolina,1994
South_Carolina,886
Virginia,936
West_Virginia,82
East_South_Central,2669
Alabama,873
Kentucky,423
Mississippi,459
Tennessee,914
West_South_Central,7829
Arkansas,563
Louisiana,984
Oklahoma,669
Texas,5613
West,12511
Mountain,3755
Arizona,809
Colorado,1043
Idaho,168
Montana,117
Nevada,544
New_Mexico,320
Utah,663
Wyoming,91
Pacific,8756
Alaska,28
California,6144
Hawaii,168
Oregon,720
Washington,1696
