Location,Total
United_States,75295
Northeast,7616
New_England,2022
Connecticut,592
Maine,204
Massachusetts,770
New_Hampshire,226
Rhode_Island,64
Vermont,166
Middle_Atlantic,5594
New_Jersey,1643
New_York,2395
Pennsylvania,1556
Midwest,15605
East_North_Central,7422
Illinois,1503
Indiana,1408
Michigan,1344
Ohio,1672
Wisconsin,1495
West_North_Central,8183
Iowa,1163
Kansas,842
Minnesota,2035
Missouri,2023
Nebraska,602
North_Dakota,979
South_Dakota,539
South,36495
South_Atlantic,18371
Delaware,324
District_of_Columbia,404
Florida,5327
Georgia,2419
Maryland,1086
North_Carolina,4930
South_Carolina,1638
Virginia,2031
West_Virginia,212
East_South_Central,3569
Alabama,813
Kentucky,684
Mississippi,417
Tennessee,1655
West_South_Central,14555
Arkansas,532
Louisiana,1279
Oklahoma,971
Texas,11773
West,15579
Mountain,6598
Arizona,1758
Colorado,1641
Idaho,505
Montana,293
Nevada,698
New_Mexico,386
Utah,1167
Wyoming,150
Pacific,8981
Alaska,99
California,4785
Hawaii,437
Oregon,1149
Washington,2511
