Location,Total
United_States,60945
Northeast,5830
New_England,1326
Connecticut,250
Maine,209
Massachusetts,530
New_Hampshire,183
Rhode_Island,69
Vermont,85
Middle_Atlantic,4504
New_Jersey,1124
New_York,1968
Pennsylvania,1412
Midwest,11124
East_North_Central,6629
Illinois,1440
Indiana,1526
Michigan,1001
Ohio,1444
Wisconsin,1218
West_North_Central,4495
Iowa,925
Kansas,509
Minnesota,775
Missouri,786
Nebraska,490
North_Dakota,636
South_Dakota,374
South,30091
South_Atlantic,15049
Delaware,306
District_of_Columbia,656
Florida,4173
Georgia,2153
Maryland,1347
North_Carolina,3040
South_Carolina,1331
Virginia,1876
West_Virginia,167
East_South_Central,3153
Alabama,853
Kentucky,687
Mississippi,424
Tennessee,1189
West_South_Central,11889
Arkansas,406
Louisiana,1089
Oklahoma,572
Texas,9822
West,13900
Mountain,6170
Arizona,1439
Colorado,1676
Idaho,452
Montana,209
Nevada,459
New_Mexico,650
Utah,1069
Wyoming,216
Pacific,7730
Alaska,83
California,4185
Hawaii,248
Oregon,582
Washington,2632
