Location,Total
United_States,96966
Northeast,9313
New_England,2353
Connecticut,369
Maine,503
Massachusetts,1070
New_Hampshire,224
Rhode_Island,82
Vermont,105
Middle_Atlantic,6960
New_Jersey,2651
New_York,2568
Pennsylvania,1741
Midwest,14255
East_North_Central_D,7804
Illinois,1839
Indiana,1483
Michigan,1688
Ohio,1604
Wisconsin,1190
West_North_Central_D,6451
Iowa,1245
Kansas,666
Minnesota,1865
Missouri,1287
Nebraska,799
North_Dakota,171
South_Dakota,418
South,46632
South_Atlantic,24719
Delaware,485
District_of_Columbia,860
Florida,7665
Georgia,3130
Maryland,1114
North_Carolina,5774
South_Carolina,2595
Virginia,2936
West_Virginia,160
East_South_Central_D,4924
Alabama,1088
Kentucky,1006
Mississippi,509
Tennessee,2321
West_South_Central_D,16989
Arkansas,771
Louisiana,2270
Oklahoma,808
Texas,13140
West,26766
Mountain,12318
Arizona,2681
Colorado,3619
Idaho,1059
Montana,248
Nevada,2032
New_Mexico,300
Utah,2209
Wyoming,170
Pacific,14448
Alaska,114
California,8272
Hawaii,223
Oregon,1701
Washington,4138
