Location,Total
United_States,145295
Northeast,15074
New_England,4242
Connecticut,818
Maine,666
Massachusetts,1474
New_Hampshire,777
Rhode_Island,237
Vermont,270
Middle_Atlantic,10832
New_Jersey,2762
New_York,3822
Pennsylvania,4248
Midwest,32334
East_North_Central,23215
Illinois,5467
Indiana,4104
Michigan,5069
Ohio,5289
Wisconsin,3286
West_North_Central,9119
Iowa,1201
Kansas,1197
Minnesota,2884
Missouri,2267
Nebraska,876
North_Dakota,279
South_Dakota,415
South,63051
South_Atlantic,39311
Delaware,438
Dist._of_Columbia,109
Florida,13635
Georgia,8608
Maryland,2382
North_Carolina,6877
South_Carolina,2791
Virginia,4138
West_Virginia,333
East_South_Central,8122
Alabama,1955
Kentucky,1600
Mississippi,1159
Tennessee,3408
West_South_Central,15618
Arkansas,813
Louisiana,1317
Oklahoma,846
Texas,12642
West,34836
Mountain,16497
Arizona,5988
Colorado,4149
Idaho,1044
Montana,208
Nevada,2462
New_Mexico,883
Utah,1619
Wyoming,144
Pacific,18339
Alaska,291
California,11925
Hawaii,436
Oregon,1764
Washington,3923
