Location,Total
United_States,161048
Northeast,17040
New_England,4913
Connecticut,890
Maine,753
Massachusetts,2017
New_Hampshire,750
Rhode_Island,231
Vermont,272
Middle_Atlantic,12127
New_Jersey,2706
New_York,5429
Pennsylvania,3992
Midwest,33904
East_North_Central,23859
Illinois,5402
Indiana,3876
Michigan,5299
Ohio,5277
Wisconsin,4005
West_North_Central,10045
Iowa,1374
Kansas,1038
Minnesota,3235
Missouri,2544
Nebraska,930
North_Dakota,513
South_Dakota,411
South,70558
South_Atlantic,43020
Delaware,550
Dist._of_Columbia,53
Florida,14407
Georgia,9906
Maryland,2424
North_Carolina,7220
South_Carolina,2886
Virginia,5184
West_Virginia,390
East_South_Central,8236
Alabama,2321
Kentucky,1776
Mississippi,987
Tennessee,3152
West_South_Central,19302
Arkansas,933
Louisiana,1833
Oklahoma,1086
Texas,15450
West,39546
Mountain,18644
Arizona,5815
Colorado,4764
Idaho,1183
Montana,349
Nevada,3269
New_Mexico,1064
Utah,1971
Wyoming,229
Pacific,20902
Alaska,365
California,13035
Hawaii,802
Oregon,2378
Washington,4322
