Location,Total
United_States,182916
Northeast,17977
New_England,5196
Connecticut,983
Maine,793
Massachusetts,2270
New_Hampshire,626
Rhode_Island,238
Vermont,286
Middle_Atlantic,12781
New_Jersey,3000
New_York,5270
Pennsylvania,4511
Midwest,33312
East_North_Central,22341
Illinois,6134
Indiana,3207
Michigan,4352
Ohio,5378
Wisconsin,3270
West_North_Central,10971
Iowa,1609
Kansas,1367
Minnesota,3621
Missouri,2619
Nebraska,1017
North_Dakota,228
South_Dakota,510
South,84145
South_Atlantic,52103
Delaware,683
District_of_Columbia,147
Florida,23529
Georgia,7878
Maryland,2062
North_Carolina,8136
South_Carolina,4010
Virginia,5208
West_Virginia,450
East_South_Central,9219
Alabama,2663
Kentucky,1846
Mississippi,995
Tennessee,3715
West_South_Central,22823
Arkansas,1444
Louisiana,1827
Oklahoma,1398
Texas,18154
West,47482
Mountain,21809
Arizona,7390
Colorado,4233
Idaho,1934
Montana,472
Nevada,4256
New_Mexico,1139
Utah,2104
Wyoming,281
Pacific,25673
Alaska,245
California,17048
Hawaii,589
Oregon,2712
Washington,5079
