Location,Total
United_States,91254
Northeast,8775
New_England,2274
Connecticut,245
Maine,316
Massachusetts,1110
New_Hampshire,381
Rhode_Island,96
Vermont,126
Middle_Atlantic,6501
New_Jersey,1847
New_York,2773
Pennsylvania,1881
Midwest,14812
East_North_Central_D,7484
Illinois,1327
Indiana,1442
Michigan,1814
Ohio,1704
Wisconsin,1197
West_North_Central_D,7328
Iowa,1448
Kansas,522
Minnesota,2361
Missouri,1786
Nebraska,573
North_Dakota,291
South_Dakota,347
South,42423
South_Atlantic,22587
Delaware,473
District_of_Columbia,21
Florida,8240
Georgia,3540
Maryland,1004
North_Carolina,4441
South_Carolina,2452
Virginia,2210
West_Virginia,206
East_South_Central_D,4936
Alabama,927
Kentucky,1160
Mississippi,619
Tennessee,2230
West_South_Central_D,14900
Arkansas,513
Louisiana,1037
Oklahoma,670
Texas,12680
West,25244
Mountain,11830
Arizona,2958
Colorado,3644
Idaho,897
Montana,227
Nevada,932
New_Mexico,575
Utah,2468
Wyoming,129
Pacific,13414
Alaska,99
California,7830
Hawaii,322
Oregon,1514
Washington,3649
