Location,Total
United_States,145185
Northeast,14682
New_England,3849
Connecticut,744
Maine,487
Massachusetts,1678
New_Hampshire,584
Rhode_Island,158
Vermont,198
Middle_Atlantic,10833
New_Jersey,2547
New_York,4682
Pennsylvania,3604
Midwest,24399
East_North_Central,15872
Illinois,3844
Indiana,2676
Michigan,3085
Ohio,3711
Wisconsin,2556
West_North_Central,8527
Iowa,1144
Kansas,1162
Minnesota,3659
Missouri,1714
Nebraska,566
North_Dakota,55
South_Dakota,227
South,68353
South_Atlantic,44709
Delaware,1024
District_of_Columbia,20
Florida,18626
Georgia,8065
Maryland,2510
North_Carolina,6303
South_Carolina,2670
Virginia,5153
West_Virginia,338
East_South_Central,7088
Alabama,1844
Kentucky,1084
Mississippi,804
Tennessee,3356
West_South_Central,16556
Arkansas,981
Louisiana,1550
Oklahoma,1037
Texas,12988
West,37751
Mountain,17907
Arizona,6791
Colorado,3044
Idaho,1106
Montana,204
Nevada,4223
New_Mexico,1004
Utah,1411
Wyoming,124
Pacific,19844
Alaska,233
California,14825
Hawaii,413
Oregon,1742
Washington,2631
