Location,Total
United_States,156025
Northeast,16364
New_England,4773
Connecticut,753
Maine,809
Massachusetts,2012
New_Hampshire,607
Rhode_Island,312
Vermont,280
Middle_Atlantic,11591
New_Jersey,2695
New_York,4988
Pennsylvania,3908
Midwest,31560
East_North_Central,22239
Illinois,5351
Indiana,3476
Michigan,4806
Ohio,4721
Wisconsin,3885
West_North_Central,9321
Iowa,1157
Kansas,1473
Minnesota,3110
Missouri,2037
Nebraska,814
North_Dakota,285
South_Dakota,445
South,69078
South_Atlantic,43592
Delaware,495
Dist._of_Columbia,18
Florida,16181
Georgia,8668
Maryland,2470
North_Carolina,7167
South_Carolina,3066
Virginia,5145
West_Virginia,382
East_South_Central,7657
Alabama,1850
Kentucky,1793
Mississippi,1058
Tennessee,2956
West_South_Central,17829
Arkansas,1322
Louisiana,1225
Oklahoma,879
Texas,14403
West,39023
Mountain,18656
Arizona,6355
Colorado,4777
Idaho,1006
Montana,371
Nevada,3054
New_Mexico,951
Utah,1934
Wyoming,208
Pacific,20367
Alaska,343
California,13363
Hawaii,400
Oregon,1851
Washington,4410
