Location,Total
United_States,167081
Northeast,16092
New_England,4476
Connecticut,902
Maine,751
Massachusetts,1516
New_Hampshire,799
Rhode_Island,216
Vermont,292
Middle_Atlantic,11616
New_Jersey,2746
New_York,5122
Pennsylvania,3748
Midwest,33642
East_North_Central,22740
Illinois,4974
Indiana,3870
Michigan,5101
Ohio,5023
Wisconsin,3772
West_North_Central,10902
Iowa,1688
Kansas,1056
Minnesota,3681
Missouri,2381
Nebraska,1026
North_Dakota,493
South_Dakota,577
South,74297
South_Atlantic,45317
Delaware,738
District_of_Columbia,182
Florida,19376
Georgia,7061
Maryland,2914
North_Carolina,6939
South_Carolina,3070
Virginia,4559
West_Virginia,478
East_South_Central,7721
Alabama,1791
Kentucky,1841
Mississippi,1078
Tennessee,3011
West_South_Central,21259
Arkansas,1802
Louisiana,2236
Oklahoma,1185
Texas,16036
West,43050
Mountain,17740
Arizona,5835
Colorado,3608
Idaho,1443
Montana,362
Nevada,3275
New_Mexico,1139
Utah,1843
Wyoming,235
Pacific,25310
Alaska,724
California,17524
Hawaii,372
Oregon,2637
Washington,4053
