Location,Total
United_States,172066
Northeast,15689
New_England,4898
Connecticut,1137
Maine,705
Massachusetts,1715
New_Hampshire,840
Rhode_Island,212
Vermont,289
Middle_Atlantic,10791
New_Jersey,2446
New_York,4615
Pennsylvania,3730
Midwest,36633
East_North_Central,25595
Illinois,6576
Indiana,4492
Michigan,5188
Ohio,5145
Wisconsin,4194
West_North_Central,11038
Iowa,1586
Kansas,1148
Minnesota,3846
Missouri,2712
Nebraska,896
North_Dakota,420
South_Dakota,430
South,76385
South_Atlantic,46962
Delaware,540
District_of_Columbia,269
Florida,17865
Georgia,7509
Maryland,3548
North_Carolina,7342
South_Carolina,3308
Virginia,6131
West_Virginia,450
East_South_Central,8172
Alabama,2293
Kentucky,1557
Mississippi,875
Tennessee,3447
West_South_Central,21251
Arkansas,1070
Louisiana,2273
Oklahoma,1121
Texas,16787
West,43359
Mountain,20065
Arizona,7367
Colorado,3731
Idaho,1350
Montana,283
Nevada,4041
New_Mexico,1230
Utah,1870
Wyoming,193
Pacific,23294
Alaska,446
California,16103
Hawaii,653
Oregon,2104
Washington,3988
