Location,Total
United_States,105729
Northeast,9455
New_England,2613
Connecticut,491
Maine,618
Massachusetts,1026
New_Hampshire,264
Rhode_Island,66
Vermont,148
Middle_Atlantic,6842
New_Jersey,2288
New_York,2699
Pennsylvania,1855
Midwest,13862
East_North_Central_D,7888
Illinois,1192
Indiana,1642
Michigan,2053
Ohio,1873
Wisconsin,1128
West_North_Central_D,5974
Iowa,617
Kansas,507
Minnesota,2136
Missouri,1787
Nebraska,572
North_Dakota,86
South_Dakota,269
South,55557
South_Atlantic,29628
Delaware,508
District_of_Columbia,250
Florida,11661
Georgia,4690
Maryland,1788
North_Carolina,5174
South_Carolina,2734
Virginia,2496
West_Virginia,327
East_South_Central_D,6556
Alabama,1283
Kentucky,811
Mississippi,585
Tennessee,3877
West_South_Central_D,19373
Arkansas,746
Louisiana,1496
Oklahoma,1279
Texas,15852
West,26855
Mountain,11597
Arizona,3691
Colorado,3078
Idaho,1125
Montana,316
Nevada,1100
New_Mexico,398
Utah,1751
Wyoming,138
Pacific,15258
Alaska,120
California,8345
Hawaii,247
Oregon,2252
Washington,4294
