Location,Total
United_States,109792
Northeast,11078
New_England,2851
Connecticut,725
Maine,347
Massachusetts,1134
New_Hampshire,330
Rhode_Island,208
Vermont,107
Middle_Atlantic,8227
New_Jersey,2130
New_York,3676
Pennsylvania,2421
Midwest,21028
East_North_Central,14189
Illinois,3667
Indiana,2341
Michigan,3047
Ohio,3457
Wisconsin,1677
West_North_Central,6839
Iowa,993
Kansas,1174
Minnesota,2466
Missouri,1462
Nebraska,417
North_Dakota,56
South_Dakota,271
South,51869
South_Atlantic,32882
Delaware,372
Dist._of_Columbia,214
Florida,13202
Georgia,6393
Maryland,1867
North_Carolina,5372
South_Carolina,1934
Virginia,3300
West_Virginia,228
East_South_Central,4750
Alabama,1173
Kentucky,1142
Mississippi,519
Tennessee,1916
West_South_Central,14237
Arkansas,578
Louisiana,913
Oklahoma,701
Texas,12045
West,25817
Mountain,10938
Arizona,3778
Colorado,2971
Idaho,552
Montana,140
Nevada,2038
New_Mexico,281
Utah,1074
Wyoming,104
Pacific,14879
Alaska,105
California,11384
Hawaii,211
Oregon,1083
Washington,2096
