Location,Total
United_States,151077
Northeast,14436
New_England,4137
Connecticut,799
Maine,710
Massachusetts,1532
New_Hampshire,611
Rhode_Island,236
Vermont,249
Middle_Atlantic,10299
New_Jersey,2202
New_York,3999
Pennsylvania,4098
Midwest,32424
East_North_Central,23289
Illinois,5137
Indiana,4091
Michigan,5099
Ohio,5647
Wisconsin,3315
West_North_Central,9135
Iowa,1138
Kansas,1022
Minnesota,3253
Missouri,1881
Nebraska,985
North_Dakota,388
South_Dakota,468
South,64858
South_Atlantic,41339
Delaware,476
Dist._of_Columbia,229
Florida,13561
Georgia,9345
Maryland,3135
North_Carolina,6951
South_Carolina,2769
Virginia,4584
West_Virginia,289
East_South_Central,7640
Alabama,1510
Kentucky,1810
Mississippi,882
Tennessee,3438
West_South_Central,15879
Arkansas,1264
Louisiana,1411
Oklahoma,964
Texas,12240
West,39359
Mountain,18737
Arizona,5352
Colorado,6229
Idaho,1298
Montana,327
Nevada,2888
New_Mexico,590
Utah,1861
Wyoming,192
Pacific,20622
Alaska,318
California,14229
Hawaii,367
Oregon,1754
Washington,3954
