Location,Total
United_States,46536
Northeast,4992
New_England,1277
Connecticut,339
Maine,211
Massachusetts,399
New_Hampshire,168
Rhode_Island,66
Vermont,94
Middle_Atlantic,3715
New_Jersey,824
New_York,1420
Pennsylvania,1471
Midwest,7833
East_North_Central,4535
Illinois,824
Indiana,1090
Michigan,568
Ohio,1263
Wisconsin,790
West_North_Central,3298
Iowa,555
Kansas,537
Minnesota,597
Missouri,642
Nebraska,544
North_Dakota,143
South_Dakota,280
South,23862
South_Atlantic,11098
Delaware,258
District_of_Columbia,25
Florida,2281
Georgia,1370
Maryland,730
North_Carolina,3096
South_Carolina,1307
Virginia,1925
West_Virginia,106
East_South_Central,3585
Alabama,1391
Kentucky,491
Mississippi,599
Tennessee,1104
West_South_Central,9179
Arkansas,396
Louisiana,918
Oklahoma,626
Texas,7239
West,9849
Mountain,4858
Arizona,1062
Colorado,1131
Idaho,450
Montana,98
Nevada,486
New_Mexico,451
Utah,1064
Wyoming,116
Pacific,4991
Alaska,73
California,2916
Hawaii,160
Oregon,672
Washington,1170
