Location,Total
United_States,102633
Northeast,9651
New_England,2123
Connecticut,253
Maine,495
Massachusetts,876
New_Hampshire,311
Rhode_Island,65
Vermont,123
Middle_Atlantic,7528
New_Jersey,1583
New_York,4168
Pennsylvania,1777
Midwest,16790
East_North_Central_D,10139
Illinois,2859
Indiana,1792
Michigan,2085
Ohio,1761
Wisconsin,1642
West_North_Central_D,6651
Iowa,1065
Kansas,701
Minnesota,1973
Missouri,1373
Nebraska,588
North_Dakota,416
South_Dakota,535
South,48219
South_Atlantic,25825
Delaware,565
District_of_Columbia,374
Florida,10962
Georgia,3524
Maryland,1380
North_Carolina,3877
South_Carolina,2477
Virginia,2421
West_Virginia,245
East_South_Central_D,5527
Alabama,1035
Kentucky,933
Mississippi,760
Tennessee,2799
West_South_Central_D,16867
Arkansas,1065
Louisiana,1178
Oklahoma,947
Texas,13677
West,27973
Mountain,13074
Arizona,3255
Colorado,3986
Idaho,1178
Montana,392
Nevada,1771
New_Mexico,386
Utah,1910
Wyoming,196
Pacific,14899
Alaska,182
California,9622
Hawaii,186
Oregon,1071
Washington,3838
