Location,Total
United_States,96364
Northeast,8257
New_England,2435
Connecticut,433
Maine,331
Massachusetts,1112
New_Hampshire,363
Rhode_Island,98
Vermont,98
Middle_Atlantic,5822
New_Jersey,1588
New_York,2217
Pennsylvania,2017
Midwest,17145
East_North_Central,8630
Illinois,2007
Indiana,1696
Michigan,1628
Ohio,1887
Wisconsin,1412
West_North_Central,8515
Iowa,1133
Kansas,1067
Minnesota,1876
Missouri,1521
Nebraska,832
North_Dakota,1555
South_Dakota,531
South,46980
South_Atlantic,24066
Delaware,539
District_of_Columbia,506
Florida,8259
Georgia,3468
Maryland,1163
North_Carolina,4538
South_Carolina,2606
Virginia,2812
West_Virginia,175
East_South_Central,5801
Alabama,1282
Kentucky,676
Mississippi,448
Tennessee,3395
West_South_Central,17113
Arkansas,728
Louisiana,1528
Oklahoma,1260
Texas,13597
West,23982
Mountain,9665
Arizona,2019
Colorado,3066
Idaho,950
Montana,408
Nevada,1150
New_Mexico,485
Utah,1447
Wyoming,140
Pacific,14317
Alaska,145
California,9017
Hawaii,228
Oregon,2097
Washington,2830
