Location,Total
United_States,142157
Northeast,13191
New_England,4003
Connecticut,969
Maine,444
Massachusetts,1626
New_Hampshire,479
Rhode_Island,221
Vermont,264
Middle_Atlantic,9188
New_Jersey,2381
New_York,3594
Pennsylvania,3213
Midwest,28666
East_North_Central,20106
Illinois,3856
Indiana,3603
Michigan,5077
Ohio,4599
Wisconsin,2971
West_North_Central,8560
Iowa,1355
Kansas,980
Minnesota,2508
Missouri,1964
Nebraska,1016
North_Dakota,300
South_Dakota,437
South,66307
South_Atlantic,40213
Delaware,493
Dist._of_Columbia,7
Florida,14307
Georgia,8440
Maryland,2575
North_Carolina,6912
South_Carolina,2808
Virginia,4303
West_Virginia,368
East_South_Central,9280
Alabama,2418
Kentucky,2220
Mississippi,1278
Tennessee,3364
West_South_Central,16814
Arkansas,724
Louisiana,1435
Oklahoma,1458
Texas,13197
West,33993
Mountain,15648
Arizona,5476
Colorado,3896
Idaho,901
Montana,184
Nevada,2473
New_Mexico,803
Utah,1776
Wyoming,139
Pacific,18345
Alaska,268
California,11897
Hawaii,224
Oregon,2361
Washington,3595
