Location,Total
United_States,75485
Northeast,9815
New_England,2377
Connecticut,331
Maine,214
Massachusetts,1489
New_Hampshire,144
Rhode_Island,73
Vermont,126
Middle_Atlantic,7438
New_Jersey,2047
New_York,3919
Pennsylvania,1472
Midwest,9122
East_North_Central,5421
Illinois,900
Indiana,1310
Michigan,947
Ohio,1306
Wisconsin,958
West_North_Central,3701
Iowa,370
Kansas,447
Minnesota,1277
Missouri,692
Nebraska,469
North_Dakota,251
South_Dakota,195
South,35931
South_Atlantic,17183
Delaware,358
District_of_Columbia,34
Florida,5660
Georgia,2208
Maryland,1173
North_Carolina,4086
South_Carolina,1686
Virginia,1871
West_Virginia,107
East_South_Central,3562
Alabama,874
Kentucky,793
Mississippi,287
Tennessee,1608
West_South_Central,15186
Arkansas,367
Louisiana,1236
Oklahoma,850
Texas,12733
West,20617
Mountain,8279
Arizona,2804
Colorado,2410
Idaho,642
Montana,83
Nevada,591
New_Mexico,281
Utah,1376
Wyoming,92
Pacific,12338
Alaska,35
California,8796
Hawaii,315
Oregon,1029
Washington,2163
